"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WSFG"
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2014-08",,,"264","16","9","0","0","0","0","0","31","3","51","0","0.0","2.58","92",,"0","9.34","0.0","73.5","83.0","64.0",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2014-10",,,"7","9","4","0","0","0","5","0","14","0","29","0","0.0","4.10","85",,"321","5.69","0.0","54.9","67.8","41.9",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2014-11",,,"0","4","2","8","1","0","21","10","1","0","2","2","2.0","0.18","75",,"961","0.43","2.8","33.0","44.8","21.1",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2014-12",,,"0","8","4","2","0","2","26","9","0","0","-4","1","0.7","0.43","58",,"1080","1.24","1.1","30.1","37.1","23.2",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2015-01",,"0","0","3","1","6","1","6","30","9","0","0","-6","2","1.5","0.10","60",,"1206","0.14","1.9","26.1","38.6","13.6",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2015-02",,"0","0","5","3","10","3","8","28","13","0","0","-9","8","6.0","1.00","52",,"1245","1.45","12.0","20.5","31.9","9.1",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2015-03",,"0","0","5","1","0","0","0","25","2","9","0","1","0","0.2","0.72","88",,"722","0.83","0.4","41.7","57.4","26.0",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2015-04",,"5","5","11","8","0","0","0","3","0","10","0","28","0","0.0","1.10","84",,"353","3.30","0.0","53.4","65.8","41.0",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2015-05",,"30","25","22","13","0","0","0","0","0","18","0","37","0","0.0","5.00","83",,"177","9.94","0.0","60.1","70.2","50.0",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2015-06",,"230","200","11","10","0","0","0","0","0","28","5","45","0","0.0","1.25","95",,"9","4.82","0.0","71.3","82.2","60.5",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2015-07",,"529","299","12","8","0","0","0","0","0","31","9","53","0","0.0","2.35","95","2","2","6.44","0.0","74.6","84.8","64.3",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2015-08",,"744","215","10","8","0","0","0","0","0","31","2","47","0","0.0","1.69","93","15","13","7.36","0.0","71.5","81.8","61.3",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2015-09",,"944","200","10","9","0","0","0","0","0","27","5","45","0","0.0","2.08","95","51","36","7.41","0.0","70.4","81.3","59.5",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2015-10",,"963","20","4","3","0","0","0","3","0","13","1","28","0","0.0","0.27","91","340","288","0.53","0.0","56.3","68.1","44.5",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2015-11",,"963","0","9","4","0","0","0","14","2","5","0","20","0","0.0","1.00","79","943","603","2.08","0.0","44.9","55.4","34.4",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2015-12",,"963","0","10","9","9","3","0","25","5","0","0","7","5","5.3","2.65","61","1919","976","6.23","10.2","33.5","41.9","25.1",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2016-01",,"0","0","7","3","22","2","5","30","16","0","0","-7","3","2.0","0.55","54","3201","1282","0.89","4.0","23.6","32.0","15.3",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2016-02",,"0","0","3","1","13","1","0","24","6","1","0","11","7","7.0","0.99","75","4108","908","1.06","7.5","33.7","43.6","23.7",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2016-03",,"0","0","5","3","0","0","0","20","1","5","0","20","0","0.0","0.60","78","4696","588","1.38","0.0","46.1","59.5","32.6",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2016-04",,"2","1","13","8","0","0","0","5","0","11","0","26","0","0.0","1.70","83","5032","336","4.51","0.0","53.9","65.5","42.2",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2016-05",,"42","40","13","10","0","0","0","0","0","22","0","35","0","0.0","1.17","86","5211","179","6.46","0.0","60.5","72.1","48.9",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2016-06",,"377","335","10","4","0","0","0","0","0","30","13","51","0","0.0","2.02","96","5212","1","3.80","0.0","76.1","88.2","64.1",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2016-07",,"708","331","12","5","0","0","0","0","0","30","7","56","0","0.0","1.48","95","3","3","4.24","0.0","75.6","85.2","65.9",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2016-08",,"970","263","19","11","0","0","0","0","0","31","4","52","0","0.0","4.20","94","6","3","12.34","0.0","73.4","83.2","63.5",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2016-10",,,"13","9","4","0","0","0","2","0","18","0","29","0","0.0","0.51","83",,"265","1.44","0.0","56.9","69.2","44.5",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2016-11",,,"0","6","3","0","0","0","11","0","8","0","21","0","0.0","0.31","75",,"553","0.95","0.0","46.6","58.6","34.6",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2016-12",,,"0","8","3","2","1","2","31","12","0","0","-14","2","2.0","0.85","53",,"1224","2.16","2.2","25.5","35.6","15.4",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2017-01",,"0","0","8","2","7","1","3","29","10","0","0","-8","2","1.6","0.56","58",,"1193","1.19","2.5","26.5","34.3","18.7",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2017-02",,"0","0","4","3","6","3","0","22","6","4","0","8","4","2.6","0.60","75",,"782","0.86","5.8","37.1","49.5","24.6",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2017-03",,,,"10","5","0","0",,,,,,,"0","0.2","1.15",,,,"2.83","0.4",,,,,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2017-04",,,"0","16","7","0","0","0","4","0","12","0","29","0","0.0","0.87","80",,"379","2.83","0.0","52.4","63.5","41.3",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2017-05",,,"52","12","10","0","0","0","0","0","19","2","34","0","0.0","2.35","91",,"190","7.68","0.0","60.4","72.0","48.8",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2017-07",,,"380","10","4","0","0","0","0","0","31","12","56","0","0.0","0.75","99","0","0","2.15","0.0","77.3","87.5","67.0",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2017-08",,,"163","13","9","0","0","0","0","0","30","0","48","0","0.0","2.18","86","8","8","4.48","0.0","70.0","80.8","59.2",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2017-09",,,"164","8","5","0","0","0","0","0","27","5","43","0","0.0","1.41","95","65","57","3.00","0.0","68.6","80.5","56.7",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2017-10",,,"15","11","7","0","0","0","4","0","14","0","21","0","0.0","1.76","82","392","327","4.89","0.0","54.9","66.4","43.4",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2017-11",,,"0","6","0","0","0","0","24","0","2","0","13","0","0.0","0.02","73","1160","767","0.09","0.0","39.4","51.5","27.3",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2017-12",,,"0","8","2","8","1","4","30","10","0","0","-15","4","3.5","0.28","62","2299","1140","0.50","3.9","28.2","39.3","17.1",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2018-01",,"0","0","8","2","18","1","8","29","16","0","0","-20","5","4.5","0.65","54","3693","1394","1.09","5.9","20.0","30.4","9.7",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2018-02",,"0","0","12","6","14","4","5","28","17","0","0","-4","4","2.0","0.20","62","4902","1209","0.95","8.8","21.8","31.9","11.8",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2018-03",,"0","0","13","5","1","1","0","24","1","0","0","15","2","1.4","1.15","69","5705","803","3.61","1.5","39.1","49.1","29.1",,,,,
"USC00250375","ASHLAND 2, NE US","41.0407","-96.3811","340.8","2018-04",,"0","0","6","2","2","0","0","17","3","5","0","12","1","0.8","0.11","83","6368","662","0.39","1.3","40.5","53.2","27.7",,,,,
"US1ILMA0016","LATHAM 1.8 SE, IL US","39.945402","-89.143047","184.7","2014-05",,,,"10","5",,,,,,,,,,,"1.66",,,,"3.09",,,,,,,,,
"US1ILMA0016","LATHAM 1.8 SE, IL US","39.945402","-89.143047","184.7","2014-06",,,,"9","6",,,,,,,,,,,"1.46",,,,"5.48",,,,,,,,,
"US1ILMA0016","LATHAM 1.8 SE, IL US","39.945402","-89.143047","184.7","2021-07",,,,,,,,,,,,,,,,,,,,"5.03",,,,,,,,,
"US1ILMA0015","HARRISTOWN 0.8 W, IL US","39.842118","-89.075073","207.0","2013-04",,,,"7","5",,,,,,,,,,,"2.02",,,,"6.44",,,,,,,,,
"US1ILMA0036","DECATUR 3.3 WSW, IL US","39.840372","-88.993784","184.7","2023-08",,,,"7","7",,,,,,,,,,,"1.65",,,,"4.50",,,,,,,,,
"US1ILMA0036","DECATUR 3.3 WSW, IL US","39.840372","-88.993784","184.7","2023-09",,,,"4","3",,,,,,,,,,,"0.40",,,,"0.75",,,,,,,,,
"US1ILMA0036","DECATUR 3.3 WSW, IL US","39.840372","-88.993784","184.7","2023-10",,,,"5","5",,,,,,,,,,,"1.40",,,,"4.20",,,,,,,,,
"US1ILMA0036","DECATUR 3.3 WSW, IL US","39.840372","-88.993784","184.7","2023-11",,,,"2","1",,"0",,,,,,,,"0.0","0.60",,,,"0.65","0.0",,,,,,,,
"US1ILMA0036","DECATUR 3.3 WSW, IL US","39.840372","-88.993784","184.7","2023-12",,,,"9","9",,,,,,,,,,,"1.50",,,,"4.05",,,,,,,,,
"US1ILMA0034","ILLIOPOLIS 4.4 NNE, IL US","39.910556","-89.216944","183.8","2022-05",,,,"13","5",,,,,,,,,,,"0.93",,,,"3.27",,,,,,,,,
"US1ILMA0034","ILLIOPOLIS 4.4 NNE, IL US","39.910556","-89.216944","183.8","2022-06",,,,"8","4",,,,,,,,,,,"1.57",,,,"3.08",,,,,,,,,
"US1ILMA0034","ILLIOPOLIS 4.4 NNE, IL US","39.910556","-89.216944","183.8","2022-07",,,,"8","4",,,,,,,,,,,"1.86",,,,"4.20",,,,,,,,,
"US1ILMA0034","ILLIOPOLIS 4.4 NNE, IL US","39.910556","-89.216944","183.8","2022-08",,,,"10","8",,,,,,,,,,,"1.91",,,,"6.83",,,,,,,,,
"US1ILMA0034","ILLIOPOLIS 4.4 NNE, IL US","39.910556","-89.216944","183.8","2022-09",,,,"8","6",,,,,,,,,,,"0.91",,,,"3.32",,,,,,,,,
"US1ILMA0034","ILLIOPOLIS 4.4 NNE, IL US","39.910556","-89.216944","183.8","2022-10",,,,"7","5",,,,,,,,,,,"1.08",,,,"2.63",,,,,,,,,
"US1ILMA0034","ILLIOPOLIS 4.4 NNE, IL US","39.910556","-89.216944","183.8","2022-11",,,,"6","3",,,,,,,,,,,"0.98",,,,"2.16",,,,,,,,,
"US1ILMA0034","ILLIOPOLIS 4.4 NNE, IL US","39.910556","-89.216944","183.8","2022-12",,,,"5","3",,,,,,,,,,,"1.08",,,,"1.99",,,,,,,,,
"US1ILMA0034","ILLIOPOLIS 4.4 NNE, IL US","39.910556","-89.216944","183.8","2023-01",,,,"12","4",,,,,,,,,,,"0.80",,,,"1.70",,,,,,,,,
"US1ILMA0034","ILLIOPOLIS 4.4 NNE, IL US","39.910556","-89.216944","183.8","2023-02",,,,"9","4",,,,,,,,,,,"1.05",,,,"2.30",,,,,,,,,
"US1ILMA0034","ILLIOPOLIS 4.4 NNE, IL US","39.910556","-89.216944","183.8","2023-03",,,,"11","9",,,,,,,,,,,"0.76",,,,"2.26",,,,,,,,,
"US1ILMA0034","ILLIOPOLIS 4.4 NNE, IL US","39.910556","-89.216944","183.8","2023-04",,,,"7","5",,,,,,,,,,,"0.62",,,,"1.73",,,,,,,,,
"US1ILMA0034","ILLIOPOLIS 4.4 NNE, IL US","39.910556","-89.216944","183.8","2023-05",,,,"7","4",,,,,,,,,,,"0.61",,,,"2.17",,,,,,,,,
"US1ILMA0034","ILLIOPOLIS 4.4 NNE, IL US","39.910556","-89.216944","183.8","2023-06",,,,"6","3",,,,,,,,,,,"0.73",,,,"1.19",,,,,,,,,
"US1ILMA0034","ILLIOPOLIS 4.4 NNE, IL US","39.910556","-89.216944","183.8","2023-07",,,,"10","6",,,,,,,,,,,"1.03",,,,"3.26",,,,,,,,,
"US1ILMA0034","ILLIOPOLIS 4.4 NNE, IL US","39.910556","-89.216944","183.8","2023-08",,,,"10","5",,,,,,,,,,,"1.23",,,,"3.66",,,,,,,,,
"US1ILMA0034","ILLIOPOLIS 4.4 NNE, IL US","39.910556","-89.216944","183.8","2023-09",,,,"6","6",,,,,,,,,,,"0.61",,,,"1.86",,,,,,,,,
"US1ILMA0034","ILLIOPOLIS 4.4 NNE, IL US","39.910556","-89.216944","183.8","2023-10",,,,"10","5",,,,,,,,,,,"1.29",,,,"3.72",,,,,,,,,
"US1ILMA0034","ILLIOPOLIS 4.4 NNE, IL US","39.910556","-89.216944","183.8","2023-11",,,,"4","2",,"0",,,,,,,,"0.0","0.58",,,,"0.85","0.0",,,,,,,,
"US1ILMA0034","ILLIOPOLIS 4.4 NNE, IL US","39.910556","-89.216944","183.8","2023-12",,,,"15","8",,,,,,,,,,,"1.04",,,,"2.77",,,,,,,,,
"US1ILMA0032","WARRENSBURG 0.6 E, IL US","39.9330451","-89.04968","210.3","2022-04",,,,"14","4",,,,,,,,,,,"0.88",,,,"2.85",,,,,,,,,
"US1ILMA0032","WARRENSBURG 0.6 E, IL US","39.9330451","-89.04968","210.3","2022-05",,,,"17","8",,,,,,,,,,,"0.80",,,,"3.91",,,,,,,,,
"US1ILMA0032","WARRENSBURG 0.6 E, IL US","39.9330451","-89.04968","210.3","2022-06",,,,"7","3",,,,,,,,,,,"1.46",,,,"2.63",,,,,,,,,
"US1ILMA0032","WARRENSBURG 0.6 E, IL US","39.9330451","-89.04968","210.3","2022-07",,,,,,,,,,,,,,,,,,,,"3.80",,,,,,,,,
"US1ILMA0032","WARRENSBURG 0.6 E, IL US","39.9330451","-89.04968","210.3","2022-08",,,,"11","8",,,,,,,,,,,"2.40",,,,"7.44",,,,,,,,,
"US1ILMA0032","WARRENSBURG 0.6 E, IL US","39.9330451","-89.04968","210.3","2023-03",,,,,,,,,,,,,,,,,,,,"2.36",,,,,,,,,
"US1ILMA0032","WARRENSBURG 0.6 E, IL US","39.9330451","-89.04968","210.3","2023-08",,,,"11","7",,,,,,,,,,,"1.60",,,,"4.33",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2021-08",,,,"9","7",,,,,,,,,,,"1.09",,,,"3.24",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2021-09",,,,"10","7",,,,,,,,,,,"1.05",,,,"2.97",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2021-10",,,,"18","12",,,,,,,,,,,"2.27",,,,"8.37",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2021-11",,,,"8","5",,,,,,,,,,,"0.37",,,,"1.10",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2021-12",,,,"15","7",,,,,,,,,,,"1.04",,,,"3.05",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2022-01",,,,"4","3",,"1",,,,,,,,"2.5","0.26",,,,"0.66","2.5",,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2022-02",,,,"6","6",,,,,,,,,,,"0.65",,,,"3.10",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2022-03",,,,"7","4",,,,,,,,,,,"2.20",,,,"4.74",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2022-04",,,,"15","6",,,,,,,,,,,"0.83",,,,"3.14",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2022-05",,,,"16","10",,,,,,,,,,,"0.90",,,,"4.30",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2022-06",,,,"7","2",,,,,,,,,,,"0.60",,,,"1.05",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2022-07",,,,"9","4",,,,,,,,,,,"2.25",,,,"4.37",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2022-08",,,,"13","10",,,,,,,,,,,"2.10",,,,"7.44",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2022-09",,,,"8","5",,,,,,,,,,,"1.55",,,,"3.49",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2022-10",,,,"8","7",,,,,,,,,,,"0.97",,,,"2.28",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2022-11",,,,"6","2",,,,,,,,,,,"0.95",,,,"1.47",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2022-12",,,,"5","5",,,,,,,,,,,"0.73",,,,"1.98",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2023-01",,,,"9","3",,,,,,,,,,,"0.68",,,,"1.87",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2023-02",,,,"6","6",,,,,,,,,,,"0.55",,,,"1.57",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2023-03",,,,"11","9",,,,,,,,,,,"1.22",,,,"3.25",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2023-04",,,,"6","5",,,,,,,,,,,"0.31",,,,"1.41",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2023-05",,,,"8","4",,,,,,,,,,,"0.69",,,,"1.62",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2023-06",,,,"6","4",,,,,,,,,,,"1.48",,,,"2.68",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2023-07",,,,"11","4",,,,,,,,,,,"1.52",,,,"3.78",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2023-08",,,,"9","7",,,,,,,,,,,"2.00",,,,"4.03",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2023-09",,,,"5","2",,"0",,,,,,,,"0.0","0.42",,,,"0.67","0.0",,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2023-10",,,,"13","8",,,,,,,,,,,"0.97",,,,"4.81",,,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2023-11",,,,"3","2",,"0",,,,,,,,"0.0","0.51",,,,"0.66","0.0",,,,,,,,
"US1ILMA0031","DALTON CITY 2.5 NW, IL US","39.738418833115","-88.841148491124","212.8","2023-12",,,,"15","7",,,,,,,,,,,"0.90",,,,"2.52",,,,,,,,,
"US1IAPL0005","LE MARS 0.9 SE, IA US","42.779643","-96.157117","402.0","2015-11",,,,"8","6",,,,,,,,,,,"1.40",,,,"4.10",,,,,,,,,
"US1IAPL0005","LE MARS 0.9 SE, IA US","42.779643","-96.157117","402.0","2015-12",,,,"11","6",,,,,,,,,,,"0.83",,,,"2.94",,,,,,,,,
"US1IAPL0005","LE MARS 0.9 SE, IA US","42.779643","-96.157117","402.0","2016-01",,,,"3","0",,"2",,,,,,,,"3.0","0.09",,,,"0.15","5.7",,,,,,,,
"US1IAPL0005","LE MARS 0.9 SE, IA US","42.779643","-96.157117","402.0","2016-04",,,,"11","7",,,,,,,,,,,"1.10",,,,"5.02",,,,,,,,,
"US1IAPL0005","LE MARS 0.9 SE, IA US","42.779643","-96.157117","402.0","2016-05",,,,"14","11",,,,,,,,,,,"3.04",,,,"7.75",,,,,,,,,
"US1IAPL0005","LE MARS 0.9 SE, IA US","42.779643","-96.157117","402.0","2016-06",,,,"5","5",,"0",,,,,,,,"0.0","2.14",,,,"3.82","0.0",,,,,,,,
"US1IAPL0005","LE MARS 0.9 SE, IA US","42.779643","-96.157117","402.0","2016-07",,,,"7","6",,,,,,,,,,,"0.97",,,,"2.54",,,,,,,,,
"US1IAPL0005","LE MARS 0.9 SE, IA US","42.779643","-96.157117","402.0","2020-07",,,,"9","4",,,,,,,,,,,"0.83",,,,"2.13",,,,,,,,,
"US1IAPL0005","LE MARS 0.9 SE, IA US","42.779643","-96.157117","402.0","2020-08",,,,"6","5",,,,,,,,,,,"0.63",,,,"1.95",,,,,,,,,
"US1IAPL0005","LE MARS 0.9 SE, IA US","42.779643","-96.157117","402.0","2020-09",,,,"6","3",,,,,,,,,,,"0.53",,,,"1.24",,,,,,,,,
"US1IAPL0005","LE MARS 0.9 SE, IA US","42.779643","-96.157117","402.0","2020-10",,,,"4","1",,,,,,,,,,,"1.05",,,,"1.09",,,,,,,,,
"US1IAPL0008","KINGSLEY 0.5 S, IA US","42.58026","-95.968962","394.7","2018-06",,,,"15","9",,,,,,,,,,,"1.27",,,,"6.33",,,,,,,,,
"US1IAPL0008","KINGSLEY 0.5 S, IA US","42.58026","-95.968962","394.7","2018-07",,,,"7","3",,,,,,,,,,,"2.38",,,,"3.30",,,,,,,,,
"US1IAPL0008","KINGSLEY 0.5 S, IA US","42.58026","-95.968962","394.7","2018-08",,,,"11","7",,,,,,,,,,,"0.87",,,,"4.26",,,,,,,,,
"US1IAPL0008","KINGSLEY 0.5 S, IA US","42.58026","-95.968962","394.7","2018-09",,,,"9","5",,,,,,,,,,,"2.24",,,,"5.15",,,,,,,,,
"US1IAPL0008","KINGSLEY 0.5 S, IA US","42.58026","-95.968962","394.7","2018-10",,,,"16","9",,,,,,,,,,,"0.89",,,,"2.81",,,,,,,,,
"US1IAPL0008","KINGSLEY 0.5 S, IA US","42.58026","-95.968962","394.7","2018-11",,,,"8","2",,,,,,,,,,,"0.50",,,,"0.95",,,,,,,,,
"US1IAPL0008","KINGSLEY 0.5 S, IA US","42.58026","-95.968962","394.7","2018-12",,,,"4","4",,,,,,,,,,,"1.09",,,,"2.86",,,,,,,,,
"US1IAPL0008","KINGSLEY 0.5 S, IA US","42.58026","-95.968962","394.7","2019-01",,,,"5","0","0","0",,,,,,,"0","0.4","0.03",,,,"0.09","1.1",,,,,,,,
"US1IAPL0008","KINGSLEY 0.5 S, IA US","42.58026","-95.968962","394.7","2019-04",,,,"15","10",,,,,,,,,,,"1.13",,,,"3.26",,,,,,,,,
"US1IAPL0008","KINGSLEY 0.5 S, IA US","42.58026","-95.968962","394.7","2019-05",,,,"16","12",,,,,,,,,,,"1.08",,,,"7.05",,,,,,,,,
"US1IAPL0008","KINGSLEY 0.5 S, IA US","42.58026","-95.968962","394.7","2019-06",,,,"12","4",,,,,,,,,,,"1.37",,,,"3.19",,,,,,,,,
"US1IAPL0008","KINGSLEY 0.5 S, IA US","42.58026","-95.968962","394.7","2019-09",,,,"16","9",,,,,,,,,,,"1.99",,,,"5.48",,,,,,,,,
"US1IAPL0008","KINGSLEY 0.5 S, IA US","42.58026","-95.968962","394.7","2019-10",,,,"9","8",,,,,,,,,,,"1.64",,,,"5.71",,,,,,,,,
"US1NESN0001","WAHOO 1.7 S, NE US","41.191206","-96.616693","368.8","2013-04",,,,"10","10",,,,,,,,,,,"0.75",,,,"3.24",,,,,,,,,
"US1NESN0001","WAHOO 1.7 S, NE US","41.191206","-96.616693","368.8","2013-05",,,,"13","8",,,,,,,,,,,"2.38",,,,"7.04",,,,,,,,,
"US1NESN0001","WAHOO 1.7 S, NE US","41.191206","-96.616693","368.8","2013-06",,,,"12","5",,,,,,,,,,,"1.66",,,,"3.67",,,,,,,,,
"US1NESN0001","WAHOO 1.7 S, NE US","41.191206","-96.616693","368.8","2013-08",,,,"5","2",,,,,,,,,,,"2.06",,,,"2.80",,,,,,,,,
"US1NESN0001","WAHOO 1.7 S, NE US","41.191206","-96.616693","368.8","2013-09",,,,"12","6",,,,,,,,,,,"0.88",,,,"2.69",,,,,,,,,
"US1NESN0001","WAHOO 1.7 S, NE US","41.191206","-96.616693","368.8","2013-10",,,,"8","4",,,,,,,,,,,"1.54",,,,"3.84",,,,,,,,,
"US1NESN0001","WAHOO 1.7 S, NE US","41.191206","-96.616693","368.8","2013-11",,,,"3","1",,"0",,,,,,,,"0.6","1.29",,,,"1.34","0.6",,,,,,,,
"US1NESN0001","WAHOO 1.7 S, NE US","41.191206","-96.616693","368.8","2014-03",,,,"5","0",,,,,,,,,,,"0.09",,,,"0.20",,,,,,,,,
"US1NESN0001","WAHOO 1.7 S, NE US","41.191206","-96.616693","368.8","2014-04",,,,"8","7",,,,,,,,,,,"0.75",,,,"2.37",,,,,,,,,
"US1NESN0001","WAHOO 1.7 S, NE US","41.191206","-96.616693","368.8","2014-05",,,,"10","5",,,,,,,,,,,"4.02",,,,"5.76",,,,,,,,,
"US1NESN0001","WAHOO 1.7 S, NE US","41.191206","-96.616693","368.8","2014-06",,,,"12","8",,,,,,,,,,,"1.89",,,,"8.45",,,,,,,,,
"US1NESN0001","WAHOO 1.7 S, NE US","41.191206","-96.616693","368.8","2014-07",,,,"6","4",,,,,,,,,,,"0.19",,,,"0.63",,,,,,,,,
"US1NESN0001","WAHOO 1.7 S, NE US","41.191206","-96.616693","368.8","2014-08",,,,"16","9",,,,,,,,,,,"4.09",,,,"9.37",,,,,,,,,
"US1NESN0001","WAHOO 1.7 S, NE US","41.191206","-96.616693","368.8","2014-09",,,,"9","6",,,,,,,,,,,"1.16",,,,"3.25",,,,,,,,,
