"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","MNPN","MXPN","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WDFG","WSF2","WSF5","WSFG"
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2017-09",,,"35","1","1",,,"0","3","0","17","4","30",,,"0.70","92",,"288",,,"0.70",,"56.3","72.3","40.3",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2017-10",,,"0","3","1","5","1","0","23","0","7","0","9","12","12.0","1.52","75",,"727",,,"1.56","12.0","41.5","55.0","28.1",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2017-11",,,"0","3","0",,,"2","24","6","0","0","-16",,,"0.05","68",,"947",,,"0.10",,"28.6","40.5","16.7",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2017-12",,,"0","4","3",,,"6","27","8","0","0","-28",,,"0.39","57",,"1146",,,"0.97",,"22.5","33.5","11.6",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2018-01",,"0","0","3","1","31",,"11","30","16","0","0","-32","12",,"0.22","47",,"1533",,,"0.33",,"14.1","25.6","2.6",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2018-02",,"0","0","7","6","26","7","20","26","22","0","0","-35","20","6.0","0.50","37",,"1608",,,"1.74","18.5","3.2","16.5","-10.2",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2018-03",,"0","0","4","3","27",,"10","27","12","0","0","-11","20",,"0.33","43",,"1228",,,"0.80",,"19.5","30.5","8.5",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2018-04",,"0","0","4","3",,,"3","22","9","3","0","-8",,,"0.58","81",,"856",,,"1.16",,"34.4","46.3","22.5",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2018-05",,"7","7","6","4",,,"0","2","0","22","0","31",,,"0.90","84",,"257",,,"2.43",,"56.9","72.1","41.8",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2018-06",,"17","10","9","7",,,"0","0","0","18","1","38",,,"1.75","93",,"150",,,"3.68",,"59.6","73.4","45.8",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2018-07",,"111","94","3","1",,,"0","0","0","29","11","40",,,"0.21","99","55","55",,,"0.27",,"66.3","84.0","48.6",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2018-08",,"197","87","2","1",,,"0","0","0","27","8","36",,,"0.21","104","161","106",,,"0.25",,"64.4","81.8","46.9",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2018-09",,"205","7","8","5",,,"0","1","0","10","0","31",,,"0.30","89","508","347",,,"1.01",,"53.7","66.1","41.3",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2018-10",,"205","0","5","1",,,"0","28","0","2","0","22",,,"0.11","76","1210","702",,,"0.19",,"41.6","55.3","27.9",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2018-11",,"205","0","4","1",,,"1","26","8","0","0","0",,,"0.10","58","2151","941",,,"0.26",,"28.8","40.7","16.9",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2018-12",,"205","0","1","1",,,"3","26","9","0","0","-6",,,"0.35","55","3254","1103",,,"0.35",,"25.6","37.1","14.1",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2019-01",,"0","0","2","2",,,"5","26","11","0","0","-16",,,"0.50","54","4380","1126",,,"0.78",,"23.3","37.1","9.5",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2019-02",,"0","0","6","6","23",,"23","25","22","0","0","-38","11",,"0.55","47","6148","1768",,,"1.31",,"-5.7","6.0","-17.4",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2019-03",,"0","0","3","0",,,"12","30","10","0","0","-36",,,"0.08","58","7493","1345",,,"0.21",,"20.2","34.2","6.2",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2019-04",,"0","0","6","3",,,"0","19","1","1","0","12",,,"0.49","76","8131","639",,,"0.95",,"42.2","54.7","29.7",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2019-05",,"0","0","7","6",,,"0","10","0","9","0","20",,,"0.60","83","8604","473",,,"1.87",,"47.5","59.6","35.3",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2019-06",,"4","4","11","5",,,"0","0","0","22","0","36",,,"0.87","87","8768","164",,,"1.89",,"59.3","73.9","44.6",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2019-07",,"57","53","5","1",,,"0","0","0","27","5","39",,,"0.29","92","62","62",,,"0.42",,"64.7","80.6","48.7",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2019-08",,"139","82","8","3","0","0","0","0","0","27","5","43","0","0.0","0.34","96","122","60",,,"0.92","0.0","65.7","81.1","50.4",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2019-09",,"149","9","9","7",,,"0","3","2","17","0","27",,,"0.51","89","397","275",,,"2.38",,"55.8","70.0","41.7",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2019-10",,"149","0","2","0",,,"2","27","5","2","0","0",,,"0.03","72","1318","921",,,"0.06",,"32.1","45.4","18.8",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2019-11",,"149","0","9","7","12","6","8","26","9","0","0","-17","6","6.0","0.50","58","2466","1147",,,"1.71","19.5","22.5","34.5","10.5",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2019-12",,"149","0","2","2",,,"3","30","15","0","0","-12",,,"0.21","56","3720","1254",,,"0.41",,"23.2","32.3","14.1",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2020-01",,"0","0","3","2",,,"10","30","12","0","0","-24",,,"0.20","51","5150","1431",,,"0.40",,"17.3","28.5","6.2",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2020-02",,"0","0","1","0",,,"5","27","9","0","0","-16",,,"0.03","61","6290","1140",,,"0.03",,"24.3","37.9","10.6",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2020-03",,"0","0","3","2","9","2","4","31","9","0","0","-14","10","1.1","0.23","58","7477","1187",,,"0.37","2.1","26.7","39.7","13.7",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2020-04",,"0","0","7","3",,,"2","24","6","2","0","-6",,,"0.26","77","8379","902",,,"0.62",,"33.9","48.3","19.5",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2020-05",,"0","0","7","6",,,"0","9","0","10","0","25",,,"0.46","79","8758","378",,,"1.51",,"51.9","65.8","38.1",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2020-06",,"29","29","9","3","0","0","0","0","0","19","3","39","0","0.0","0.71","92","8877","119",,,"1.64","0.0","61.5","75.6","47.4",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2020-07",,"112","82","5","3","0","0","0","0","0","29","6","42","0","0.0","0.27","100","31","31",,,"0.68","0.0","66.7","84.1","49.3",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2020-08",,"270","159","3","0",,,"0","0","0","30","16","42",,,"0.02","101","61","30",,,"0.05",,"69.1","88.4","49.9",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2020-09",,"283","12","3","3",,,"0","2","0","21","2","31",,,"0.80","96","266","205",,,"1.23",,"57.8","75.2","40.5",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2020-10",,"283","0","7","4",,,"3","19","8","9","0","-12",,,"0.57","83","1056","790",,,"1.20",,"38.9","52.0","25.8",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2020-11",,"283","0","2","2",,,"2","22","3","3","0","-2",,,"0.33","75","1921","865",,,"0.60",,"33.0","45.7","20.2",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2020-12",,"283","0","2","0",,"0","0","30","7","0","0","8",,"0.0","0.04","62","2970","1049",,,"0.06","0.0","30.0","42.4","17.6",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2021-02",,,"0","3","3","18","3","10","24","13","0","0","-40","5","3.0","0.55","62",,"1355",,,"0.97","7.5","8.5","21.8","-4.7",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2021-03",,,"0","2","1","1","1","0","31","0","0","0","4","2","2.0","0.11","66",,"845",,,"0.14","2.0","37.7","52.2","23.3",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2021-04",,,"0","5","3",,,"0","24","0","7","0","16",,,"0.13","76",,"713",,,"0.43",,"40.4","55.3","25.5",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2021-05",,,"1","12","6",,,"0","7","1","9","0","26",,,"0.40","88",,"464",,,"1.62",,"49.0","62.1","36.0",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2021-06",,,"85","4","1","0","0","0","0","0","24","6","39","0","0.0","0.14","102",,"69",,,"0.32","0.0","65.6","83.5","47.8",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2021-07",,,"270","2","2",,,"0","0","0","28","22","50",,,"0.60","102","3","3",,,"0.88",,"74.5","92.6","56.4",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2021-08",,,"148","6","5","0","0","0","0","0","26","10","42","0","0.0","1.28","99","98","94",,,"2.59","0.0","66.7","81.9","51.5",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2021-09",,,"17","1","1","0","0","0","3","0","25","1","27","0","0.0","0.15","90","286","188",,,"0.15","0.0","59.1","77.4","40.9",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2021-10",,,"0","2","1","0","0","0","21","0","9","0","13","0","0.0","0.12","88","792","506",,,"0.14","0.0","46.3","62.9","29.7",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2021-11",,,"0","2","1","1","1","0","24","0","1","0","7","2","2.2","0.11","70","1615","823",,,"0.20","2.2","36.6","51.7","21.6",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2021-12",,,"0","5","4","9","4","19","30","16","0","0","-25","4","2.5","0.21","69","3168","1553",,,"0.68","8.0","14.9","28.4","1.4",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2022-01",,"0","0","1","1",,,"11","29","8","0","0","-34",,,"0.13","52","4469","1301",,,"0.13",,"21.6","34.3","9.0",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2022-02",,"0","0","1","1",,,"9","25","9","0","0","-25",,,"0.11","63","5580","1111",,,"0.11",,"20.6","33.4","7.8",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2022-03",,"0","0","4","2","7","2","3","29","7","1","0","-1","1","1.5","0.18","73","6560","980",,,"0.44","2.5","33.4","46.9","19.8",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2022-04",,"0","0","5","3","4","3","0","27","4","2","0","8","4","4.0","0.35","79","7390","830",,,"0.74","8.0","36.4","49.7","23.1",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2022-05",,"0","0","2","0","0","0","0","9","0","11","0","23","0","0.0","0.05","82","7781","391",,,"0.10","0.0","51.0","66.5","35.6",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2022-06",,"21","21","8","4","0","0","0","0","0","20","2","34","0","0.0","0.37","95","7930","149",,,"1.12","0.0","60.2","74.9","45.6",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2022-07",,"239","218","6","3","0","0","0","0","0","28","15","46","0","0.0","0.72","102","7","7",,,"1.94","0.0","72.3","88.8","55.8",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2022-08",,"501","262","3","1","0","0","0","0","0","27","20","45","0","0.0","0.18","104","11","4",,,"0.23","0.0","74.6","92.8","56.4",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2022-09",,,,,,"0","0",,,,,,,"0","0.0",,,,,,,,"0.0",,,,,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2022-10",,,"0","5","3","0","0","0","15","0","10","0","25","0","0.0","0.89","80",,"463",,,"1.27","0.0","49.0","62.8","35.3",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2022-11",,,"0","3","2","14","3","9","24","10","0","0","-18","4","2.5","0.20","65",,"1161",,,"0.35","5.5","22.0","34.3","9.8",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2022-12",,,"0","9","8","29","9","23","30","23","0","0","-40","7","3.0","0.29","47",,"1773",,,"1.21","15.2","5.9","18.6","-6.9",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2023-01",,"0","0","0","0","16","0","7","26","7","0","0","-8","2","0.0","0.00","50",,"1175",,,"0.00","0.0","21.5","32.3","10.6",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2023-02",,"0","0","2","1","4","2","7","24","7","0","0","-20","1","1.5","0.12","51",,"1034",,,"0.20","2.5","23.6","35.0","12.3",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2023-03",,"0","0","6","5","26","6","15","29","23","0","0","-13","10","5.0","0.46","44",,"1430",,,"1.78","19.1","15.7","27.5","3.9",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2023-04",,"0","0","5","4","8","0","0","19","1","5","0","20","3","0.3","0.12","76",,"709",,,"0.52","0.3","41.3","52.2","30.5",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2023-05",,,,,,"0","0",,,,,,,"0","0.0",,,,,,,,"0.0",,,,,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2023-06",,,"35","8","4","0","0","0","0","0","23","0","40","0","0.0","0.92","89",,"101",,,"2.37","0.0","62.8","75.9","49.7",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2023-07",,,"156","3","1","0","0","0","0","0","29","12","44","0","0.0","0.19","103","13","13",,,"0.26","0.0","69.9","87.2","52.7",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2023-08",,,"145","5","2","0","0","0","0","0","29","9","44","0","0.0","0.30","100","35","22",,,"0.65","0.0","69.0","85.7","52.3",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2023-09",,,,"4","3","0","0",,,,,,,"0","0.0","0.32",,,,,,"0.65","0.0",,,,,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2023-10",,,"0","10","3","7","2","2","10","4","9","0","-5","2","1.5","0.58","83",,"674",,,"1.26","2.6","43.3","56.5","30.0",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2023-11",,,"0","3","2","2","1","0","27","2","0","0","12","2","2.0","0.43","58",,"826",,,"0.63","2.0","34.4","46.1","22.6",,,,,,,
"USC00247247","RUDYARD 19 S, MT US","48.2774","-110.6022","877.2","2023-12",,,"0","1","0","4","1","0","28","1","0","0","10","1","1.0","0.08","64",,"975",,,"0.08","1.0","32.5","45.6","19.4",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2013-01",,"0","0",,,,,"0","28","14","0","0","13",,,,"51","3209","1131",,,,,"28.5","33.8","23.3",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2013-02",,"0","0",,,,,"0","22","0","0","0","25",,,,"58","3957","749",,,,,"38.3","45.8","30.7",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2013-03",,"0","0",,,,,"0","13","0","2","0","23",,,,"74","4589","631",,,,,"44.6","55.3","34.0",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2013-04",,"0","0",,,,,"0","10","0","3","0","28",,,,"76","5101","513",,,,,"47.9","59.7","36.1",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2014-01",,"0","0",,,,,"0","26","10","0","0","20",,,,"52",,"959",,,,,"34.1","39.3","28.8",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2014-02",,"0","0",,,,,"0","23","8","0","0","5",,,,"54",,"933",,,,,"31.7","38.0","25.4",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2014-03",,"0","0",,,,,"0","11","2","0","0","19",,,,"64",,"654",,,,,"43.9","53.7","34.1",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2014-04",,"0","0",,,,,"0","3","0","3","0","32",,,,"79",,"449",,,,,"50.0","61.7","38.3",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2014-05",,"20","20",,,,,"0","0","0","22","0","38",,,,"88",,"175",,,,,"60.0","74.1","45.9",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2014-06",,"76","55",,,,,"0","0","0","27","3","43",,,,"91",,"57",,,,,"64.9","79.0","50.8",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2014-07",,"513","437",,,,,"0","0","0","31","25","48",,,,"106","3","3",,,,,"79.0","95.3","62.7",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2014-08",,"835","322",,,,,"0","0","0","31","16","53",,,,"105","5","2",,,,,"75.3","90.3","60.3",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2014-09",,"931","96",,,,,"0","0","0","28","5","42",,,,"94","51","46",,,,,"66.7","80.8","52.6",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2014-10",,"941","9",,,,,"0","1","0","14","0","32",,,,"86","302","250",,,,,"57.2","68.6","45.9",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2014-11",,"941","0",,,,,"0","16","2","0","0","7",,,,"65","1116","815",,,,,"37.8","46.4","29.3",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2014-12",,"941","0",,,,,"0","19","5","0","0","13",,,,"62","2006","889",,,,,"36.3","42.0","30.6",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2015-01",,"0","0",,,,,"0","24","3","0","0","12",,,,"62","2866","860",,,,,"35.4","40.5","30.3",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2015-02",,"0","0",,,,,"0","13","0","0","0","25",,,,"61","3470","604",,,,,"43.4","51.8","35.0",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2015-03",,"0","0",,,,,"0","6","0","4","0","24",,,,"75","3955","485",,,,,"49.4","59.7","39.0",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2015-04",,"1","1",,,,,"0","6","0","7","0","29",,,,"83","4401","446",,,,,"50.2","63.3","37.1",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2015-05",,"49","48",,,,,"0","0","0","27","0","35",,,,"89","4528","127",,,,,"62.4","76.5","48.4",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2015-06",,"310","261",,,,,"0","0","0","30","14","42",,,,"110","4541","13",,,,,"73.3","89.1","57.4",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2015-07",,"660","350",,,,,"0","0","0","31","16","48",,,,"104","4","4",,,,,"76.1","91.6","60.7",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2015-08",,"935","274",,,,,"0","0","0","31","16","49",,,,"105","11","6",,,,,"73.6","89.1","58.1",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2015-09",,"973","38",,,,,"0","0","0","23","2","33",,,,"94","148","137",,,,,"61.7","74.9","48.5",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2015-10",,"975","2",,,,,"0","0","0","15","0","35",,,,"81","369","222",,,,,"57.9","69.5","46.3",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2015-11",,"975","0",,,,,"0","19","4","0","0","14",,,,"61","1207","838",,,,,"37.1","44.5","29.7",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2015-12",,"975","0",,,,,"0","19","6","0","0","12",,,,"60","2181","974",,,,,"33.6","38.6","28.6",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2016-01",,"0","0",,,,,"0","17","6","0","0","8",,,,"54","3129","948",,,,,"34.4","39.6","29.3",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2016-02",,"0","0",,,,,"0","8","0","0","0","24",,,,"60","3769","640",,,,,"42.9","50.7","35.1",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2016-03",,"0","0",,,,,"0","7","0","0","0","30",,,,"67","4376","607",,,,,"45.4","54.4","36.4",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2016-04",,"4","4",,,,,"0","0","0","12","0","33",,,,"85","4651","275",,,,,"56.0","68.2","43.8",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2016-05",,"15","11",,,,,"0","0","0","18","0","40",,,,"84","4823","172",,,,,"59.8","71.5","48.0",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2016-06",,"141","126",,,,,"0","0","0","24","8","40",,,,"100","4911","88",,,,,"66.3","80.8","51.7",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2016-07",,"322","181",,,,,"0","0","0","30","8","48",,,,"101","12","12",,,,,"70.5","84.5","56.5",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2016-08",,"564","241",,,,,"0","0","0","31","13","44",,,,"97","17","5",,,,,"72.6","88.1","57.2",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2016-09",,"585","22",,,,,"0","0","0","23","0","40",,,,"89","143","126",,,,,"61.5","74.4","48.6",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2016-10",,"585","0",,,,,"0","1","0","2","0","32",,,,"72","542","399",,,,,"52.1","59.8","44.5",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2016-11",,"585","0",,,,,"0","2","0","1","0","26",,,,"71","1073","531",,,,,"47.3","54.5","40.1",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2016-12",,"585","0",,,,,"2","30","17","0","0","-5",,,,"45","2288","1215",,,,,"25.8","32.1","19.5",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2017-01",,"0","0",,,,,"0","27","20","0","0","1",,,,"45","3575","1286",,,,,"23.5","28.7","18.3",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2017-02",,"0","0",,,,,"0","21","3","0","0","6",,,,"55","4467","892",,,,,"33.1","40.2","26.1",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2017-03",,"0","0",,,,,"0","6","0","0","0","28",,,,"60","5122","655",,,,,"43.9","51.2","36.5",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2017-04",,"0","0",,,,,"0","3","0","0","0","29",,,,"69","5614","491",,,,,"48.6","58.6","38.6",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2017-05",,"35","35",,,,,"0","0","0","14","2","35",,,,"93","5870","256",,,,,"57.8","70.7","45.0",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2017-06",,"128","93",,,,,"0","0","0","25","6","41",,,,"98","5953","82",,,,,"65.4","79.5","51.2",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2017-07",,"469","341",,,,,"0","0","0","31","24","48",,,,"102","0","0",,,,,"76.0","92.7","59.3",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2018-01",,"0","0",,,,,"0","16","3","0","0","23",,,,"56",,"852",,,,,"37.5","43.1","31.9",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2018-02",,"0","0",,,,,"0","20","5","0","0","12",,,,"58",,"854",,,,,"34.5","41.8","27.2",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2018-03",,"0","0",,,,,"0","15","0","0","0","26",,,,"69",,"685",,,,,"42.9","52.4","33.3",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2018-04",,"1","1",,,,,"0","3","0","4","0","29",,,,"85",,"467",,,,,"49.5","59.7","39.2",,,,,,,
"USR0000WESC","ESCURE WASHINGTON, WA US","47.0378","-117.9472","503.8","2018-05",,"40","39",,,,,"0","0","0","23","0","41",,,,"87",,"104",,,,,"62.9","74.7","51.1",,,,,,,
