"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","MNPN","MXPN","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5"
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2015-04",,,,"5","2",,,,,,,,,,,"0.35",,,,,,"0.58",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2015-05",,,,"18","7",,,,,,,,,,,"1.35",,,,,,"3.10",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2015-06",,,,"16","5",,,,,,,,,,,"0.39",,,,,,"1.40",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2015-07",,,,"15","9",,,,,,,,,,,"0.94",,,,,,"2.83",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2015-08",,,,"10","6",,,,,,,,,,,"0.61",,,,,,"1.75",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2015-09",,,,"7","4",,,,,,,,,,,"0.25",,,,,,"0.79",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2015-10",,,,"11","5",,,,,,,,,,,"0.71",,,,,,"1.49",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2015-11",,,,"5","2",,,,,,,,,,,"0.30",,,,,,"0.60",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2015-12",,,,"8","3",,,,,,,,,,,"0.37",,,,,,"0.87",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2016-01",,,,"4","1",,,,,,,,,,,"0.40",,,,,,"0.50",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2016-02",,,,"3","2",,"1",,,,,,,,"4.6","0.33",,,,,,"0.46","4.6",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2016-03",,,,"3","1",,"0",,,,,,,,"0.0","0.34",,,,,,"0.37","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2016-04",,,,"11","5",,,,,,,,,,,"0.71",,,,,,"2.48",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2016-05",,,,"11","6",,,,,,,,,,,"0.44",,,,,,"1.53",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2016-06",,,,"6","1",,,,,,,,,,,"0.26",,,,,,"0.44",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2016-07",,,,"12","5",,,,,,,,,,,"0.82",,,,,,"1.91",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2016-08",,,,"15","11",,,,,,,,,,,"0.48",,,,,,"2.99",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2016-09",,,,"7","1",,,,,,,,,,,"0.11",,,,,,"0.23",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2016-10",,,,"2","1",,"0",,,,,,,,"0.0","0.12",,,,,,"0.14","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2016-11",,,,"4","3",,"0",,,,,,,,"0.0","0.27",,,,,,"0.70","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2016-12",,,,"3","2",,,,,,,,,,,"0.28",,,,,,"0.56",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2017-01",,,,"11","2",,,,,,,,,,,"0.21",,,,,,"0.88",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2017-02",,,,"6","2",,,,,,,,,,,"0.28",,,,,,"0.55",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2017-03",,,,"5","2",,,,,,,,,,,"0.21",,,,,,"0.40",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2017-04",,,,"6","4",,,,,,,,,,,"0.46",,,,,,"1.67",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2017-05",,,,"8","2",,"0",,,,,,,,"0.0","0.45",,,,,,"1.04","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2017-06",,,,"2","0",,"0",,,,,,,,"0.0","0.03",,,,,,"0.06","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2017-07",,,,"14","8",,,,,,,,,,,"0.52",,,,,,"2.43",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2017-08",,,,"14","8",,,,,,,,,,,"0.48",,,,,,"2.06",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2017-09",,,,"11","4",,,,,,,,,,,"1.00",,,,,,"1.87",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2017-10",,,,"5","1","0","0",,,,,,,"0","0.0","0.47",,,,,,"0.64","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2017-11",,,,"2","0","0","0",,,,,,,"0","0.0","0.06",,,,,,"0.07","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2017-12",,,,"2","0","0","0",,,,,,,"0","0.0","0.04",,,,,,"0.05","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2018-01",,,,"1","0","0","0",,,,,,,"0","0.0","0.05",,,,,,"0.05","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2018-02",,,,"7","3",,,,,,,,,,,"0.25",,,,,,"0.65",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2018-03",,,,"2","1","0","0",,,,,,,"0","0.0","0.35",,,,,,"0.42","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2018-04",,,,"6","0","0","0",,,,,,,"0","0.0","0.06",,,,,,"0.24","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2018-05",,,,"3","0",,"0",,,,,,,,"0.0","0.05",,,,,,"0.14","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2018-06",,,,"2","1",,"0",,,,,,,,"0.0","0.71",,,,,,"0.77","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2018-07",,,,"11","2",,,,,,,,,,,"0.84",,,,,,"1.45",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2018-08",,,,"9","3",,,,,,,,,,,"0.41",,,,,,"1.07",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2018-09",,,,"6","4",,,,,,,,,,,"0.94",,,,,,"1.49",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2018-10",,,,"7","3",,"0",,,,,,,,"0.0","0.46",,,,,,"0.85","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2018-11",,,,"5","1",,,,,,,,,,,"0.13",,,,,,"0.30",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2018-12",,,,"5","1",,"0",,,,,,,,"0.0","0.13",,,,,,"0.33","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2019-01",,,,"8","2",,,,,,,,,,,"0.27",,,,,,"0.65",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2019-02",,,,"7","1",,,,,,,,,,,"0.18",,,,,,"0.35",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2019-03",,,,"8","3",,,,,,,,,,,"0.92",,,,,,"1.84",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2019-04",,,,"7","4","0","0",,,,,,,"0","0.0","0.82",,,,,,"1.41","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2019-05",,,,"8","2","0",,,,,,,,"0",,"0.95",,,,,,"1.42",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2019-06",,,,"11","0","0","0",,,,,,,"0","0.0","0.09",,,,,,"0.40","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2019-07",,,,"14","6",,,,,,,,,,,"0.70",,,,,,"2.11",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2019-08",,,,"10","5",,,,,,,,,,,"0.48",,,,,,"1.78",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2019-09",,,,"7","1",,,,,,,,,,,"0.10",,,,,,"0.38",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2019-10",,,,"7","1",,"0",,,,,,,,"0.0","0.38",,,,,,"0.61","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2019-11",,,,"6","2",,"0",,,,,,,,"0.0","0.25",,,,,,"0.59","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2019-12",,,,"6","3",,,,,,,,,,,"0.24",,,,,,"0.57",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2020-01",,,,"3","0",,"0",,,,,,,,"0.0","0.01",,,,,,"0.04","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2020-02",,,,"6","1",,,,,,,,,,,"0.13",,,,,,"0.37",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2020-03",,,,"5","2","0",,,,,,,,"0",,"0.24",,,,,,"0.42",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2020-04",,,,"1","1","0","0",,,,,,,"0","0.0","0.10",,,,,,"0.10","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2020-05",,,,"2","0","0","0",,,,,,,"0","0.0","0.06",,,,,,"0.08","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2020-06",,,,"8","2","0","0",,,,,,,"0","0.0","0.44",,,,,,"0.99","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2020-07",,,,"14","8","0","0",,,,,,,"0","0.0","1.09",,,,,,"3.54","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2020-08",,,,"9","1","0","0",,,,,,,"0","0.0","0.30",,,,,,"0.58","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2020-09",,,,"4","3","0","0",,,,,,,"0","0.0","1.13",,,,,,"1.69","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2020-10",,,,"2","2","0","0",,,,,,,"0","0.0","0.77",,,,,,"0.88","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2020-11",,,,"6","3",,"0",,,,,,,,"0.0","0.50",,,,,,"0.79","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2020-12",,,,"5","2",,,,,,,,,,,"0.35",,,,,,"0.51",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2021-01",,,,"8","1",,,,,,,,,,,"0.66",,,,,,"0.91",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2021-02",,,,"7","0",,,,,,,,,,,"0.05",,,,,,"0.17",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2021-03",,,,"5","1",,"0",,,,,,,,"0.0","0.54",,,,,,"0.66","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2021-04",,,,"4","0","0","0",,,,,,,"0","0.0","0.09",,,,,,"0.24","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2021-05",,,,"6","4","0","0",,,,,,,"0","0.0","0.53",,,,,,"1.19","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2021-06",,,,"8","5","0","0",,,,,,,"0","0.0","0.84",,,,,,"1.59","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2021-07",,,,"13","8","0","0",,,,,,,"0","0.0","0.55",,,,,,"2.38","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2021-08",,,,"9","2","0","0",,,,,,,"0","0.0","0.16",,,,,,"0.63","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2021-09",,,,"4","1","0","0",,,,,,,"0","0.0","0.29",,,,,,"0.43","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2021-10",,,,"7","2","0","0",,,,,,,"0","0.0","0.30",,,,,,"0.69","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2021-11",,,,"1","0","0","0",,,,,,,"0","0.0","0.01",,,,,,"0.01","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2021-12",,,,"4","0",,,,,,,,,,,"0.03",,,,,,"0.08",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2022-01",,,,"5","2",,,,,,,,,,,"0.31",,,,,,"0.59",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2022-02",,,,"6","4",,,,,,,,,,,"0.24",,,,,,"0.89",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2022-03",,,,"6","1",,,,,,,,,,,"0.20",,,,,,"0.47",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2022-04",,,,"2","1","0","0",,,,,,,"0","0.0","0.25",,,,,,"0.26","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2022-05",,,,"7","0","0","0",,,,,,,"0","0.0","0.08",,,,,,"0.26","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2022-06",,,,"10","4","0","0",,,,,,,"0","0.0","0.31",,,,,,"0.94","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2022-07",,,,"20","14","0","0",,,,,,,"0","0.0","0.41",,,,,,"3.23","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2022-08",,,,"12","8","0","0",,,,,,,"0","0.0","0.93",,,,,,"2.43","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2022-09",,,,"7","3","0","0",,,,,,,"0","0.0","0.35",,,,,,"0.94","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2022-10",,,,"5","3","0","0",,,,,,,"0","0.0","0.77",,,,,,"1.53","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2022-11",,,,"6","2",,,,,,,,,,,"0.25",,,,,,"0.53",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2022-12",,,,"2","0","0","0",,,,,,,"0","0.0","0.05",,,,,,"0.06","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2023-01",,,,"5","1",,,,,,,,,,,"0.21",,,,,,"0.42",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2023-02",,,,"7","2",,,,,,,,,,,"0.44",,,,,,"0.76",,,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2023-03",,,,"6","3",,"0",,,,,,,,"0.0","0.11",,,,,,"0.37","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2023-04",,,,"4","1","0","0",,,,,,,"0","0.0","0.13",,,,,,"0.17","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2023-05",,,,"10","3","0","0",,,,,,,"0","0.0","1.27",,,,,,"2.18","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2023-06",,,,"11","1","0","0",,,,,,,"0","0.0","0.17",,,,,,"0.54","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2023-07",,,,"5","3","0","0",,,,,,,"0","0.0","0.26",,,,,,"0.63","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2023-08",,,,"11","2","0","0",,,,,,,"0","0.0","0.40",,,,,,"0.87","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2023-09",,,,"7","5","0","0",,,,,,,"0","0.0","0.53",,,,,,"1.75","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2023-10",,,,"7","3","0","0",,,,,,,"0","0.0","0.24",,,,,,"0.60","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2023-11",,,,"1","1","0","0",,,,,,,"0","0.0","0.11",,,,,,"0.11","0.0",,,,,,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2023-12",,,,"3","1",,,,,,,,,,,"0.39",,,,,,"0.46",,,,,,,,,
"US1WAWM0010","THORNTON 0.3 SE, WA US","47.11719","-117.385722","707.7","2017-03",,,,"25","16",,,,,,,,,,,"0.94",,,,,,"5.52",,,,,,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2013-01",,"0","0","15","4","29","2","0","27","17","0","0","5","5","6.3","0.63","47","3564","1215",,,"1.47","11.7","25.8","32.5","19.1",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2013-02",,"0","0","10","3","0","1","0","24","0","0","0","22","0","1.5","0.40","52","4364","800",,,"1.13","2.1","36.4","44.5","28.4",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2013-03",,"0","0","12","2","0","0","0","20","0","0","0","19","0","0.3","0.38","69","5069","705",,,"0.95","0.6","42.3","53.5","31.0",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2013-04",,"0","0","14","6","0","0","0","13","0","3","0","22","0","0.0","0.26","72","5613","544",,,"1.52","0.0","46.8","58.9","34.8",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2013-05",,"8","8","8","5","0","0","0","4","0","13","0","26","0","0.0","0.31","86","5893","280",,,"1.20","0.0","56.2","70.4","42.0",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2013-06",,"44","36","12","8","0","0","0","0","0","21","1","37","0","0.0","0.95","90","6058","164",,,"2.51","0.0","60.7","75.2","46.2",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2013-07",,"205","161","1","0","0","0","0","0","0","31","15","39","0","0.0","0.01","98","13","13",,,"0.01","0.0","69.7","89.3","50.2",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2013-08",,"367","163","4","3","0","0","0","0","0","28","11","41","0","0.0","0.42","94","37","23",,,"0.72","0.0","69.6","86.1","53.1",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2013-09",,"481","113","16","10","0","0","0","0","0","20","6","39","0","0.0","0.70","94","183","146",,,"2.99","0.0","63.9","77.1","50.7",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2013-10",,"481","0","5","0","0","0","0","19","0","4","0","21","0","0.0","0.04","73","766","583",,,"0.11","0.0","46.2","60.5","31.9",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2013-11",,"481","0","14","6","0","0","0","16","0","0","0","14","0","0.3","0.38","57","1604","838",,,"1.73","0.3","37.1","45.8","28.3",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2013-12",,"481","0","8","2","3","2","1","29","9","0","0","-2","3","4.3","0.28","49","2723","1119",,,"0.75","5.9","28.9","36.0","21.8",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2014-01",,"0","0","13","3","1","1","0","25","9","0","0","12","1","1.3","0.51","50","3719","996",,,"1.27","3.1","32.9","38.6","27.2",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2014-02",,"0","0","20","8","14","7","0","23","11","0","0","1","5","3.9","0.35","50","4710","991",,,"2.11","21.2","29.6","35.7","23.6",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2014-03",,"0","0","18","13","4","1","0","13","1","0","0","15","2","1.0","0.66","59","5405","695",,,"3.22","1.8","42.6","52.6","32.6",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2014-04",,"0","0","15","5","0","0","0","6","0","3","0","25","0","0.0","0.40","72","5908","503",,,"1.52","0.0","48.2","60.7","35.7",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2014-05",,"2","2","7","2","0","0","0","1","0","19","0","32","0","0.0","0.21","82","6158","250",,,"0.69","0.0","57.0","71.4","42.6",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2014-06",,"18","16","9","6","0","0","0","0","0","25","0","37","0","0.0","0.77","85","6281","123",,,"2.04","0.0","61.4","75.1","47.8",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2014-07",,"307","288","2","1","0","0","0","0","0","31","19","47","0","0.0","0.10","100","4","4",,,"0.19","0.0","74.2","91.3","57.0",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2014-08",,"519","212","6","0","0","0","0","0","0","31","11","46","0","0.0","0.04","100","8","4",,,"0.13","0.0","71.7","87.9","55.5",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2014-09",,"553","33","3","1","0","0","0","0","0","30","1","38","0","0.0","0.18","90","89","81",,,"0.30","0.0","63.5","79.3","47.7",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2014-10",,"553","0","10","4","0","0","0","2","0","14","0","31","0","0.0","0.42","81","396","307",,,"1.35","0.0","55.1","68.0","42.2",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2014-11",,"553","0","13","6","0","0","0","16","3","0","0","7","0","0.6","0.37","66","1216","821",,,"1.92","1.1","37.7","46.8","28.5",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2014-12",,"553","0","15","9","0","1","0","22","7","0","0","9","0","1.8","0.51","61","2154","938",,,"2.81","2.1","34.8","41.4","28.1",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2015-01",,"0","0","9","3","1","1","0","24","5","0","0","7","2","2.5","0.85","62","3088","934",,,"1.56","3.3","34.9","41.0","28.7",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2015-02",,"0","0","10","4","0","0","0","17","0","0","0","18","0","0.3","0.35","60","3743","654",,,"1.22","0.6","41.6","50.7","32.5",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2015-03",,"0","0","12","7","0","0","0","10","0","3","0","16","0","0.0","0.86","72","4292","549",,,"2.92","0.0","47.3","59.3","35.3",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2015-04",,"0","0","7","3","0","1","0","16","0","5","0","27","0","3.8","0.80","78","4813","522",,,"1.17","3.8","47.6","62.1","33.1",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2015-05",,"15","15","8","4","0","0","0","2","0","25","0","32","0","0.0","0.40","84","5017","204",,,"1.02","0.0","58.9","73.7","44.2",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2015-06",,,,"1","0","0","0",,,,,,,"0","0.0","0.03",,,,,,"0.03","0.0",,,,,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2015-07",,,"269","1","0",,,"0","0","0","31","14","41",,,"0.02","99","11","11",,,"0.02",,"73.3","88.1","58.5",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2015-08",,,"186","1","0","0","0","0","0","0","31","10","43","0","0.0","0.06","101","36","24",,,"0.06","0.0","70.2","87.3","53.1",,,,,
"USC00457267","ST. JOHN, WA US","47.09324","-117.58789","595.0","2015-09",,,"19","3","1","0","0","0","2","0","21","1","28","0","0.0","0.34","90","241","205",,,"0.41","0.0","58.8","73.7","43.9",,,,,
