"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000NJCL","J. CLARK SALYER NORTH DAKOTA, ND US","48.37","-100.43","381.0","2023-01","0","U","0",",U",,,,,,,,,"16",",U","31",",U","29",",U","0",",U","0",",U","-22",",U,30,",,,,,,,"36",",U,26,","5509","U","1691",",U",,,,,"10.5",",U","20.0",",,,U","0.9",",,,U"
"USR0000NJCL","J. CLARK SALYER NORTH DAKOTA, ND US","48.37","-100.43","381.0","2023-02","0","U","0",",U",,,,,,,,,"13",",U","28",",U","16",",U","0",",U","0",",U","-27",",U,24,",,,,,,,"47",",U,08,","6994","U","1485",",U",,,,,"12.0",",U","24.3",",,,U","-0.4",",,,U"
"USR0000NJCL","J. CLARK SALYER NORTH DAKOTA, ND US","48.37","-100.43","381.0","2023-03","0","U","0",",U",,,,,,,,,"16",",U","31",",U","26",",U","0",",U","0",",U","-16",",U,13,",,,,,,,"42",",U,24,","8596","U","1602",",U",,,,,"13.3",",U","26.0",",,,U","0.7",",,,U"
"USR0000NJCL","J. CLARK SALYER NORTH DAKOTA, ND US","48.37","-100.43","381.0","2023-04","0","U","0",",U",,,,,,,,,"0",",U","22",",U","3",",U","0",",U","0",",U","1",",U,01,",,,,,,,"61",",U,26,","9497","U","901",",U",,,,,"35.0",",U","45.3",",,,U","24.6",",,,U"
"USR0000NJCL","J. CLARK SALYER NORTH DAKOTA, ND US","48.37","-100.43","381.0","2023-05","65","U","65",",U",,,,,,,,,"0",",U","2",",U","0",",U","22",",U","0",",U","28",",U,02,",,,,,,,"87",",U,25,","9667","U","171",",U",,,,,"61.6",",U","74.6",",,,U","48.6",",,,U"
"USR0000NJCL","J. CLARK SALYER NORTH DAKOTA, ND US","48.37","-100.43","381.0","2023-06","248","U","183",",U",,,,,,,,,"0",",U","0",",U","0",",U","30",",U","5",",U","50",",U,12,",,,,,,,"96",",U,07,","9676","U","9",",U",,,,,"70.8",",U","82.7",",,,U","58.9",",,,U"
"USR0000NJCL","J. CLARK SALYER NORTH DAKOTA, ND US","48.37","-100.43","381.0","2023-07","361","U","113",",U",,,,,,,,,"0",",U","0",",U","0",",U","27",",U","4",",U","43",",U,17,",,,,,,,"93",",U,26,","49","U","49",",U",,,,,"67.0",",U","79.7",",,,U","54.4",",,,U"
"USR0000NJCL","J. CLARK SALYER NORTH DAKOTA, ND US","48.37","-100.43","381.0","2023-08","468","U","107",",U",,,,,,,,,"0",",U","0",",U","0",",U","29",",U","4",",U","46",",U,17,",,,,,,,"92",",U,18,","78","U","29",",U",,,,,"67.5",",U","79.9",",,,U","55.2",",,,U"
"USR0000NJCL","J. CLARK SALYER NORTH DAKOTA, ND US","48.37","-100.43","381.0","2023-09","504","U","36",",U",,,,,,,,,"0",",U","0",",U","0",",U","19",",U","1",",U","38",",U,16,+",,,,,,,"96",",U,02,","221","U","143",",U",,,,,"61.4",",U","74.4",",,,U","48.5",",,,U"
"USR0000NJCL","J. CLARK SALYER NORTH DAKOTA, ND US","48.37","-100.43","381.0","2023-10","504","U","0",",U",,,,,,,,,"1",",U","16",",U","6",",U","6",",U","0",",U","-3",",U,31,",,,,,,,"72",",U,16,","921","U","700",",U",,,,,"42.4",",U","52.5",",,,U","32.4",",,,U"
"USR0000NJCL","J. CLARK SALYER NORTH DAKOTA, ND US","48.37","-100.43","381.0","2023-11","504","U","0",",U",,,,,,,,,"1",",U","30",",U","6",",U","0",",U","0",",U","0",",U,24,",,,,,,,"58",",U,15,","1960","U","1039",",U",,,,,"30.3",",U","39.5",",,,U","21.3",",,,U"
"USR0000NJCL","J. CLARK SALYER NORTH DAKOTA, ND US","48.37","-100.43","381.0","2023-12","504","U","0","1,U",,,,,,,,,"0","1,U","30","1,U","10","1,U","0","1,U","0","1,U","3","1,U,25,",,,,,,,"53","1,U,06,","3133","U","1173","1,U",,,,,"25.9","1,U","36.8","1,,,U","15.0","1,,,U"
"US1SDCR0004","MOBRIDGE 8.0 NNW, SD US","45.641022","-100.51765","516.0","2013-06",,,,,"11","1,N","7","1,N",,,,,,,,,,,,,,,,,,,,,"0.90","1,,N,12,",,,,,,,"1.93","1,,,N",,,,,,,,
"US1SDCR0004","MOBRIDGE 8.0 NNW, SD US","45.641022","-100.51765","516.0","2013-07",,,,,"6",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"1.32",",,N,14,",,,,,,,"3.41",",,,N",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2014-05",,,,,"12",",7","10",",7",,,,,,,,,,,,,,,,,,,,,"0.55",",,7,26,",,,,,,,"3.32",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2014-06",,,,,"4","3,7","4","3,7",,,,,,,,,,,,,,,,,,,,,"0.93","3,,7,29,",,,,,,,"2.46","1,a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2014-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.21","1,a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2014-08",,,,,"8",",7","3",",7",,,,,,,,,,,,,,,,,,,,,"1.66",",,7,17,",,,,,,,"3.45",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2014-09",,,,,"2","2,7","2","2,7",,,,,,,,,,,,,,,,,,,,,"0.21","2,,7,04,",,,,,,,"0.60",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2014-10",,,,,"1",",7","1",",7",,,,,,,,,,,,,,,,,,,,,"0.58",",,7,01,",,,,,,,"0.58",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2015-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.25",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2015-03",,,,,"3","3,7","0","3,7",,,,,,,,,,,,,,,,,,,,,"0.07","3,,7,29,+",,,,,,,"0.21",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2015-04",,,,,"1","4,7","1","4,7",,,,,,,,,,,,,,,,,,,,,"0.15","4,,7,19,",,,,,,,"0.38",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2015-06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.83","4,a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2015-08",,,,,"2","2,7","0","2,7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","0.05","2,,7,31,",,,,,,,"1.33",",a,,7","0.0",",,,7",,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2015-09",,,,,"3",",7","2",",7",,,,,,,,,,,,,,,,,,,,,"1.25",",,7,06,",,,,,,,"1.43",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2015-10",,,,,"0","2,7","0","2,7",,,,,,,,,,,,,,,,,,,,,"0.00","2,,7,31,+",,,,,,,"0.09",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2015-12",,,,,"2",",7","0",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","0.09",",,7,10,",,,,,,,"0.10",",,,7","0.0",",,,7",,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2016-01",,,,,"0","3,7","0","3,7",,,,,,,,,,,,,,,,,,,,,"0.00","3,,7,31,+",,,,,,,"0.05",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2016-02",,,,,"0","3,7","0","3,7",,,,,,,,,,,,,,,,,,,,,"0.00","3,,7,29,+",,,,,,,"0.10",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2016-03",,,,,"3",",7","2",",7",,,,,,,,,,,,,,,,,,,,,"0.10",",,7,31,+",,,,,,,"0.25",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2016-04",,,,,"9",",7","5",",7",,,,,,,,,,,,,,,,,,,,,"0.80",",,7,25,",,,,,,,"2.39",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2016-05",,,,,"4","5,7","2","5,7",,,,,,,,,,,,,,,,,,,,,"0.48","5,,7,23,",,,,,,,"2.52",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2016-06",,,,,"9",",7","4",",7",,,,,,,,,,,,,,,,,,,,,"0.95",",,7,12,",,,,,,,"1.86",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2016-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.83",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2016-08",,,,,"5",",7","3",",7",,,,,,,,,,,,,,,,,,,,,"0.54",",,7,18,",,,,,,,"1.25",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2016-09",,,,,"5","4,7","4","4,7",,,,,,,,,,,,,,,,,,,,,"0.85","4,,7,16,",,,,,,,"2.43",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2016-10",,,,,"3",",7","2",",7",,,,,,,,,,,,,,,,,,,,,"0.31",",,7,04,",,,,,,,"0.50",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2016-11",,,,,"1","2,7","0","2,7",,,,,,,,,,,,,,,,,,,,,"0.02","2,,7,15,",,,,,,,"0.77",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2017-02",,,,,"1","2,7","0","2,7",,,,,,,,,,,,,,,,,,,,,"0.06","2,,7,07,",,,,,,,"0.09",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2017-04",,,,,"0","4,7","0","4,7",,,,,,,,,,,,,,,,,,,,,"0.00","4,,7,30,+",,,,,,,"0.70",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2017-05",,,,,"4",",7","3",",7",,,,,,,,,,,,,,,,,,,,,"0.30",",,7,16,",,,,,,,"0.65",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2017-06",,,,,"5","3,7","2","3,7",,,,,,,,,,,,,,,,,,,,,"0.33","3,,7,30,",,,,,,,"0.81",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2017-07",,,,,"2","3,7","2","3,7",,,,,,,,,,,,,,,,,,,,,"1.15","3,,7,17,",,,,,,,"1.31",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2017-08",,,,,"6",",7","3",",7",,,,,,,,,,,,,,,,,,,,,"1.49",",,7,03,",,,,,,,"2.23",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2017-09",,,,,"3","2,7","3","2,7",,,,,,,,,,,,,,,,,,,,,"0.90","2,,7,16,",,,,,,,"1.50",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2017-10",,,,,"2",",7","1",",7",,,,,,,,,,,,,,,,,,,,,"0.14",",,7,22,",,,,,,,"0.16",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2017-12",,,,,"0","2,7","0","2,7",,,,,,,,,,,,,,,,,,,,,"0.00","2,,7,31,+",,,,,,,"0.06",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2018-01",,,,,"1",",7","1",",7",,,,,,,,,,,,,,,,,,,,,"0.18",",,7,11,",,,,,,,"0.18",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2018-02",,,,,"0","2,7","0","2,7",,,,,,,,,,,,,,,,,,,,,"0.00","2,,7,28,+",,,,,,,"0.02",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2018-03",,,,,"2",",7","1",",7",,,,,,,,,,,,,,,,,,,,,"0.20",",,7,19,",,,,,,,"0.21",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2018-05",,,,,"6",",7","4",",7",,,,,,,,,,,,,,,,,,,,,"0.55",",,7,27,",,,,,,,"1.42",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2018-06",,,,,"6","3,7","5","3,7",,,,,,,,,,,,,,,,,,,,,"1.55","3,,7,29,",,,,,,,"3.72",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2018-07",,,,,"5","2,7","5","2,7",,,,,,,,,,,,,,,,,,,,,"0.44","2,,7,03,",,,,,,,"1.58",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2018-08",,,,,"4",",7","4",",7",,,,,,,,,,,,,,,,,,,,,"0.60",",,7,27,+",,,,,,,"1.75",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2018-09",,,,,"7",",7","2",",7",,,,,,,,,,,,,,,,,,,,,"0.58",",,7,21,",,,,,,,"1.07",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2018-10",,,,,"4","4,7","3","4,7",,,,,,,,,,,,,,,,,,,,,"0.28","4,,7,05,",,,,,,,"0.84",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2018-12",,,,,"2",",7","2",",7",,,,,,,,,,,,,,,,,,,,,"0.22",",,7,27,",,,,,,,"0.37",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2019-04",,,,,"8",",7","3",",7",,,,,,,,,,,,,,,,,,,,,"0.45",",,7,29,",,,,,,,"0.91",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2019-05",,,,,"4",",7","2",",7",,,,,,,,,,,,,,,,,,,,,"0.69",",,7,25,",,,,,,,"0.97",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2019-06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.49",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2019-07",,,,,"6","2,7","5","2,7",,,,,,,,,,,,,,,,,,,,,"0.98","2,,7,10,",,,,,,,"3.05",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2019-08",,,,,"7",",7","5",",7",,,,,,,,,,,,,,,,,,,,,"1.00",",,7,05,",,,,,,,"2.16",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2019-09",,,,,"5","5,7","5","5,7",,,,,,,,,,,,,,,,,,,,,"1.60","5,,7,03,",,,,,,,"6.26","1,a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2019-10",,,,,"3","4,7","2","4,7",,,,,,,,,,,,,,,,,,,,,"0.52","4,,7,03,",,,,,,,"1.80","1,a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2020-01",,,,,"6",",7","0",",7",,,,,,,,,,,,,,,,,,,,,"0.05",",,7,26,",,,,,,,"0.19",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2020-05",,,,,"3","2,7","2","2,7",,,,,,,,,,,,,,,,,,,,,"0.39","2,,7,09,",,,,,,,"2.13",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2020-06",,,,,"3","2,7","3","2,7",,,,,,,,,,,,,,,,,,,,,"0.35","2,,7,25,+",,,,,,,"1.25",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2020-07",,,,,"7",",7","7",",7",,,,,,,,,,,,,,,,,,,,,"0.98",",,7,08,",,,,,,,"2.22",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2020-08",,,,,"5",",7","4",",7",,,,,,,,,,,,,,,,,,,,,"0.75",",,7,05,",,,,,,,"1.80",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2021-03",,,,,"1",",7","0",",7",,,,,,,,,,,,,,,,,,,,,"0.04",",,7,24,",,,,,,,"0.04",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2021-04",,,,,"2",",7","2",",7",,,,,,,,,,,,,,,,,,,,,"0.48",",,7,12,",,,,,,,"0.60",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2021-05",,,,,"3",",7","3",",7",,,,,,,,,,,,,,,,,,,,,"0.70",",,7,23,",,,,,,,"1.10",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2021-06",,,,,"3","3,7","2","3,7",,,,,,,,,,,,,,,,,,,,,"0.70","3,,7,20,",,,,,,,"1.53",",a,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2021-07",,,,,"1",",7","1",",7",,,,,,,,,,,,,,,,,,,,,"0.96",",,7,20,",,,,,,,"0.96",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2021-08",,,,,"5",",7","4",",7",,,,,,,,,,,,,,,,,,,,,"1.34",",,7,21,",,,,,,,"2.15",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2021-09",,,,,"2",",7","2",",7",,,,,,,,,,,,,,,,,,,,,"0.25",",,7,20,",,,,,,,"0.43",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2021-10",,,,,"3",",7","3",",7",,,,,,,,,,,,,,,,,,,,,"2.28",",,7,14,",,,,,,,"3.57",",,,7",,,,,,,,
"USC00320492","BALFOUR 2 SW, ND US","47.918","-100.54","498.3","2021-11",,,,,"4",",7","1",",7",,,,,,,,,,,,,,,,,,,,,"0.10",",,7,14,",,,,,,,"0.18",",,,7",,,,,,,,
"US1SDCR0018","ISABEL 9.5 NE, SD US","45.49048","-101.28717","670.9","2022-04",,,,,"9","2,N","8","2,N",,,,,,,,,,,,,,,,,,,,,"1.58","2,,N,23,",,,,,,,"3.02","2,,,N",,,,,,,,
"US1SDCR0018","ISABEL 9.5 NE, SD US","45.49048","-101.28717","670.9","2022-05",,,,,"8",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"1.25",",,N,12,",,,,,,,"2.78",",,,N",,,,,,,,
"US1SDCR0018","ISABEL 9.5 NE, SD US","45.49048","-101.28717","670.9","2022-06",,,,,"10",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"1.54",",,N,21,",,,,,,,"3.65",",,,N",,,,,,,,
"US1SDCR0018","ISABEL 9.5 NE, SD US","45.49048","-101.28717","670.9","2022-07",,,,,"7",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"3.20",",,N,06,",,,,,,,"6.09",",,,N",,,,,,,,
"US1SDCR0018","ISABEL 9.5 NE, SD US","45.49048","-101.28717","670.9","2022-08",,,,,"7","2,N","3","2,N",,,,,,,,,,,,,,,,,,,,,"0.35","2,,N,24,",,,,,,,"1.03","2,,,N",,,,,,,,
"US1SDCR0018","ISABEL 9.5 NE, SD US","45.49048","-101.28717","670.9","2022-09",,,,,"3",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"0.74",",,N,17,",,,,,,,"1.01",",,,N",,,,,,,,
"US1SDCR0018","ISABEL 9.5 NE, SD US","45.49048","-101.28717","670.9","2023-01",,,,,"1","2,N","1","2,N",,,,,,,,,,,,,,,,,,,,,"0.20","2,,N,27,",,,,,,,"0.20","2,,,N",,,,,,,,
"US1SDCR0018","ISABEL 9.5 NE, SD US","45.49048","-101.28717","670.9","2023-02",,,,,"0","5,N","0","5,N",,,,,,,,,,,,,,,,,,,,,"0.00","5,T,N,28,+",,,,,,,"0.82","3,a,,N",,,,,,,,
"US1SDCR0018","ISABEL 9.5 NE, SD US","45.49048","-101.28717","670.9","2023-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.20","5,a,,N",,,,,,,,
"US1SDCR0018","ISABEL 9.5 NE, SD US","45.49048","-101.28717","670.9","2023-04",,,,,"1","2,N","1","2,N",,,,,,,,,,,,,,,,,,,,,"0.65","2,,N,05,",,,,,,,"0.65","2,,,N",,,,,,,,
"US1SDCR0018","ISABEL 9.5 NE, SD US","45.49048","-101.28717","670.9","2023-06",,,,,"8","1,N","6","1,N",,,,,,,,,,,,,,,,,,,,,"1.43","1,,N,23,",,,,,,,"4.36","1,,,N",,,,,,,,
"US1SDCR0018","ISABEL 9.5 NE, SD US","45.49048","-101.28717","670.9","2023-08",,,,,"6","3,N","4","3,N",,,,,,,,,,,,,,,,,,,,,"2.23","3,,N,05,",,,,,,,"4.87","3,,,N",,,,,,,,
"US1SDCR0018","ISABEL 9.5 NE, SD US","45.49048","-101.28717","670.9","2023-09",,,,,"5","1,N","4","1,N",,,,,,,,,,,,,,,,,,,,,"0.76","1,,N,24,",,,,,,,"1.91","1,,,N",,,,,,,,
"USC00328913","UPHAM 3 N, ND US","48.61388","-100.72694","439.8","2013-01","0","7","0",",7","9",",7","0",",7","31",",7","2",",7","17",",7","31",",7","27",",7","0",",7","0",",7","-24",",7,01,","12",",,7,31,+","1.5",",,7,28,","0.08",",,7,28,+","37",",7,16,+","5937","7","1807",",7","0.31",",,,7","5.1",",,,7","6.7",",7","17.0",",,,7","-3.6",",,,7"
"USC00328913","UPHAM 3 N, ND US","48.61388","-100.72694","439.8","2013-02","0","7","0",",7","11",",7","2",",7","28",",7","5",",7","8",",7","28",",7","22",",7","0",",7","0",",7","-27",",7,01,","19",",,7,23,+","4.5",",,7,14,","0.32",",,7,14,","42",",7,18,","7419","7","1481",",7","1.00",",,,7","13.7",",,,7","12.1",",7","22.1",",,,7","2.1",",,,7"
"USC00328913","UPHAM 3 N, ND US","48.61388","-100.72694","439.8","2013-03","0","7","0",",7","11",",7","5",",7","31",",7","8",",7","17",",7","31",",7","30",",7","0",",7","0",",7","-21",",7,20,","29",",,7,24,+","6.0",",,7,04,","0.44",",,7,04,","38",",7,31,","9089","7","1670",",7","1.84",",,,7","26.5",",,,7","11.1",",7","22.6",",,,7","-0.4",",,,7"
"USC00328913","UPHAM 3 N, ND US","48.61388","-100.72694","439.8","2013-04","0","7","0",",7","7",",7","1",",7","30",",7","3",",7","3",",7","28",",7","8",",7","0",",7","0",",7","-5",",7,01,","25",",,7,02,+","1.5",",,7,21,","0.12",",,7,21,","61",",7,28,","10228","7","1139",",7","0.40",",,,7","5.3",",,,7","27.0",",7","37.0",",,,7","17.1",",,,7"
"USC00328913","UPHAM 3 N, ND US","48.61388","-100.72694","439.8","2013-05","6","7","6",",7","10",",7","6",",7","2",",7","0",",7","0",",7","8",",7","0",",7","9",",7","0",",7","22",",7,02,+","3",",,7,01,","0.0",",T,7,01,","1.86",",,7,20,","87",",7,14,","10597","7","369",",7","4.08",",,,7","0.0",",T,,7","53.3",",7","63.7",",,,7","42.9",",,,7"
"USC00328913","UPHAM 3 N, ND US","48.61388","-100.72694","439.8","2013-06","85","7","79",",7","10",",7","9",",7","0",",7","0",",7","0",",7","0",",7","0",",7","23",",7","0",",7","44",",7,02,+","0",",,7,30,+","0.0",",,7,30,+","0.66",",,7,01,","86",",7,20,","10683","7","86",",7","3.47",",,,7","0.0",",,,7","64.8",",7","73.8",",,,7","55.7",",,,7"
"USC00328913","UPHAM 3 N, ND US","48.61388","-100.72694","439.8","2013-07","215","7","130",",7","10",",7","8",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","0",",7","45",",7,27,","0",",,7,31,+","0.0",",,7,31,+","1.07",",,7,07,","89",",7,12,","35","7","35",",7","4.58",",,,7","0.0",",,,7","68.1",",7","77.9",",,,7","58.2",",,,7"
"USC00328913","UPHAM 3 N, ND US","48.61388","-100.72694","439.8","2013-08","347","7","132",",7","5",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","26",",7","4",",7","46",",7,09,","0",",,7,31,+","0.0",",,7,31,+","0.52",",,7,07,","92",",7,20,","85","7","50",",7","1.39",",,,7","0.0",",,,7","67.7",",7","79.5",",,,7","55.9",",,,7"
"USC00328913","UPHAM 3 N, ND US","48.61388","-100.72694","439.8","2013-09","385","7","38",",7","9",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","20",",7","2",",7","36",",7,21,+","0",",,7,30,+","0.0",",,7,30,+","0.44",",,7,24,","93",",7,07,","242","7","158",",7","1.46",",,,7","0.0",",,,7","61.0",",7","73.3",",,,7","48.6",",,,7"
"USC00328913","UPHAM 3 N, ND US","48.61388","-100.72694","439.8","2013-10","385","7","0",",7","5",",7","4",",7","0",",7","0",",7","0",",7","17",",7","1",",7","3",",7","0",",7","20",",7,22,+","0",",,7,31,+","0.0",",T,7,22,+","1.73",",,7,12,","74",",7,01,","989","7","746",",7","2.82",",,,7","0.0",",T,,7","40.9",",7","51.4",",,,7","30.4",",,,7"
"USC00328913","UPHAM 3 N, ND US","48.61388","-100.72694","439.8","2013-11","385","7","0",",7","7",",7","1",",7","10",",7","1",",7","6",",7","30",",7","13",",7","0",",7","0",",7","-21",",7,24,+","3",",,7,24,+","3.5",",,7,21,","0.23",",,7,21,","54",",7,03,","2243","7","1254",",7","0.35",",,,7","4.0",",,,7","23.2",",7","33.7",",,,7","12.7",",,,7"
"USC00328913","UPHAM 3 N, ND US","48.61388","-100.72694","439.8","2013-12","385","7","0",",7","15",",7","3",",7","31",",7","7",",7","21",",7","31",",7","28",",7","0",",7","0",",7","-31",",7,24,+","11",",,7,31,+","2.0",",,7,04,+","0.17",",,7,03,","39",",7,28,","4212","7","1970",",7","0.99",",,,7","15.5",",,,7","1.5",",7","11.0",",,,7","-8.0",",,,7"
