,PRCP,TAVG,TMAX,TMIN,STATE,YEAR,MONTH,CROP
1577,1.8,,,,MT,2017,May,barley
1578,1.26,,,,MT,2017,June,barley
1579,0.16,72.3,86.3,58.2,MT,2017,July,barley
1580,0.19,,,,MT,2017,August,barley
1581,0.88,,,,MT,2017,September,barley
1582,2.67,,,,MT,2017,October,barley
1583,0.83,,,,MT,2017,November,barley
1584,1.12,,,,MT,2017,December,barley
1585,0.72,,,,MT,2018,January,barley
1586,1.62,,,,MT,2018,February,barley
1587,0.79,,,,MT,2018,March,barley
1588,0.91,,,,MT,2018,April,barley
1589,1.2,,,,MT,2018,May,barley
1590,4.53,,,,MT,2018,June,barley
1591,1.63,,,,MT,2018,July,barley
1592,0.46,,,,MT,2018,August,barley
1593,0.95,,,,MT,2018,October,barley
1594,2.75,,,,MT,2018,November,barley
1595,0.35,,,,MT,2018,December,barley
1596,1.11,,,,MT,2019,January,barley
1597,1.67,,,,MT,2019,February,barley
1598,0.09,,,,MT,2019,March,barley
1599,1.43,,,,MT,2019,April,barley
1600,1.67,,,,MT,2019,May,barley
1601,4.65,,,,MT,2019,June,barley
1602,1.09,,,,MT,2019,July,barley
1603,1.43,,,,MT,2019,August,barley
1604,2.61,,,,MT,2019,September,barley
1605,0.57,,,,MT,2019,October,barley
1606,1.4,,,,MT,2019,November,barley
1607,0.78,,,,MT,2019,December,barley
1608,1.44,,,,MT,2020,January,barley
1609,0.99,,,,MT,2020,March,barley
1610,0.98,,,,MT,2020,April,barley
1611,3.24,,,,MT,2020,June,barley
1612,0.55,,,,MT,2020,July,barley
1613,0.45,,,,MT,2020,August,barley
1614,2.43,,,,MT,2020,September,barley
1615,2.0,,,,MT,2020,October,barley
1616,0.67,,,,MT,2020,December,barley
1617,,,,,MT,2021,January,barley
1618,0.89,,,,MT,2021,February,barley
1619,0.54,,,,MT,2021,March,barley
1620,0.75,,,,MT,2021,April,barley
1621,3.41,,,,MT,2021,May,barley
1622,0.54,,,,MT,2021,June,barley
1623,0.79,,,,MT,2021,July,barley
1624,0.11,,,,MT,2021,September,barley
1625,0.12,,,,MT,2021,October,barley
1626,0.37,,,,MT,2021,November,barley
1627,,,,,MT,2021,December,barley
1628,1.93,,,,MT,2022,January,barley
1629,0.52,,,,MT,2022,February,barley
1630,0.84,,,,MT,2022,March,barley
1631,0.74,,,,MT,2022,April,barley
1632,8.03,,,,MT,2022,June,barley
1633,2.4,,,,MT,2022,July,barley
1634,1.41,,,,MT,2022,August,barley
1635,1.72,,,,MT,2022,October,barley
1636,0.97,,,,MT,2022,November,barley
1637,1.0,,,,MT,2023,January,barley
1638,1.37,,,,MT,2023,March,barley
1639,1.66,,,,MT,2023,April,barley
1640,2.87,,,,MT,2023,May,barley
1641,2.97,,,,MT,2023,June,barley
1642,0.18,10.5,19.5,1.5,ND,2021,December,barley
1643,0.19,4.3,15.0,-6.4,ND,2022,January,barley
1644,0.23,4.1,15.6,-7.3,ND,2022,February,barley
1645,0.11,23.2,31.6,14.8,ND,2022,March,barley
1646,2.33,31.7,38.6,24.9,ND,2022,April,barley
1647,,52.8,61.7,43.8,ND,2022,May,barley
1648,3.15,65.3,75.8,54.8,ND,2022,June,barley
1649,1.72,70.5,80.1,60.9,ND,2022,July,barley
1650,1.52,68.7,78.9,58.4,ND,2022,August,barley
1651,0.44,60.3,71.4,49.2,ND,2022,September,barley
1652,0.56,45.8,56.3,35.2,ND,2022,October,barley
1653,0.37,23.3,31.7,15.0,ND,2022,November,barley
1654,0.29,6.4,13.7,-0.9,ND,2022,December,barley
1655,,8.7,17.8,-0.3,ND,2023,January,barley
1656,,9.9,20.6,-0.8,ND,2023,February,barley
1657,,11.4,21.3,1.4,ND,2023,March,barley
1658,0.6,32.4,39.9,24.8,ND,2023,April,barley
1659,,60.7,72.8,48.6,ND,2023,May,barley
1660,3.98,70.1,80.5,59.6,ND,2023,June,barley
1661,,66.3,76.9,55.7,ND,2023,July,barley
1662,,68.1,78.2,58.1,ND,2023,August,barley
1663,,62.0,72.2,51.9,ND,2023,September,barley
1664,1.09,44.5,52.8,36.2,ND,2023,October,barley
1665,,30.6,38.1,23.2,ND,2023,November,barley
1666,,24.9,33.4,16.4,ND,2023,December,barley
1667,0.41,,,20.2,MT,2013,January,barley
1668,0.03,,,25.8,MT,2013,February,barley
1669,0.13,,,24.2,MT,2013,March,barley
1670,0.97,,,29.8,MT,2013,April,barley
1671,2.42,,,42.3,MT,2013,May,barley
1672,3.14,,,48.2,MT,2013,June,barley
1673,1.03,,,53.9,MT,2013,July,barley
1674,1.64,,,54.6,MT,2013,August,barley
1675,0.88,,,51.4,MT,2013,September,barley
1676,0.42,,,24.2,MT,2013,November,barley
1677,0.54,,,12.3,MT,2013,December,barley
1678,1.01,,,22.7,MT,2014,January,barley
1679,0.21,15.0,25.0,4.9,MT,2014,February,barley
1680,1.46,25.4,32.5,18.3,MT,2014,March,barley
1681,1.54,43.7,54.1,33.4,MT,2014,April,barley
1682,0.38,52.1,63.6,40.7,MT,2014,May,barley
1683,3.4,57.0,67.2,46.7,MT,2014,June,barley
1684,0.97,70.1,84.5,55.7,MT,2014,July,barley
1685,2.57,68.9,82.7,55.2,MT,2014,August,barley
1686,1.02,59.1,73.1,45.1,MT,2014,September,barley
1687,0.68,,,,MT,2014,October,barley
1688,0.75,27.6,36.0,19.3,MT,2014,December,barley
1689,0.64,25.5,33.9,17.0,MT,2015,January,barley
1690,0.19,30.1,39.5,20.8,MT,2015,February,barley
1691,0.33,42.1,52.1,32.2,MT,2015,March,barley
1692,0.24,46.1,59.2,33.0,MT,2015,April,barley
1693,2.67,51.8,63.7,39.9,MT,2015,May,barley
1694,0.4,65.4,80.6,50.2,MT,2015,June,barley
1695,1.48,68.2,83.4,53.0,MT,2015,July,barley
1696,0.93,70.3,86.4,54.3,MT,2015,August,barley
1697,2.21,58.3,72.5,44.2,MT,2015,September,barley
1698,0.44,52.7,65.0,40.4,MT,2015,October,barley
1699,0.57,28.1,35.9,20.4,MT,2015,December,barley
1700,0.58,26.1,33.6,18.6,MT,2016,January,barley
1701,0.02,37.5,47.0,28.0,MT,2016,February,barley
1702,0.22,41.4,52.1,30.6,MT,2016,March,barley
1703,2.8,,,,MT,2016,April,barley
1704,2.88,52.4,63.7,41.0,MT,2016,May,barley
1705,1.37,63.2,77.2,49.2,MT,2016,June,barley
1706,1.58,67.4,83.0,51.9,MT,2016,July,barley
1707,0.96,67.6,82.6,52.6,MT,2016,August,barley
1708,1.72,57.3,69.3,45.3,MT,2016,September,barley
1709,1.91,46.8,57.1,36.5,MT,2016,October,barley
1710,0.35,,,,MT,2016,November,barley
1711,0.67,14.6,22.7,6.4,MT,2016,December,barley
1712,1.15,16.9,24.7,9.1,MT,2017,January,barley
1713,1.02,25.3,33.3,17.3,MT,2017,February,barley
1714,0.56,37.1,46.0,28.2,MT,2017,March,barley
1715,2.62,44.8,53.1,36.5,MT,2017,April,barley
1716,1.13,56.2,67.9,44.5,MT,2017,May,barley
1717,0.14,74.5,91.0,57.9,MT,2017,July,barley
1718,0.01,68.5,83.7,53.3,MT,2017,August,barley
1719,1.5,59.5,73.0,46.0,MT,2017,September,barley
1720,0.57,46.7,56.4,36.9,MT,2017,October,barley
1721,2.16,22.6,30.2,15.0,MT,2017,December,barley
1722,0.27,,,,MT,2018,January,barley
1723,1.32,9.4,18.2,0.7,MT,2018,February,barley
1724,0.5,26.6,35.3,17.9,MT,2018,March,barley
1725,1.04,35.8,44.8,26.8,MT,2018,April,barley
1726,2.19,57.8,67.4,48.3,MT,2018,May,barley
1727,3.3,61.1,71.4,50.9,MT,2018,June,barley
1728,0.45,68.6,83.5,53.8,MT,2018,July,barley
1729,0.43,67.6,82.8,52.4,MT,2018,August,barley
1730,1.07,54.9,65.6,44.2,MT,2018,September,barley
1731,0.47,44.0,54.4,33.6,MT,2018,October,barley
1732,0.71,30.0,37.3,22.6,MT,2018,December,barley
1733,0.72,27.1,36.0,18.1,MT,2019,January,barley
1734,1.42,-0.2,7.9,-8.2,MT,2019,February,barley
1735,0.21,22.6,32.0,13.2,MT,2019,March,barley
1736,1.46,44.7,54.0,35.4,MT,2019,April,barley
1737,2.16,48.5,57.8,39.1,MT,2019,May,barley
1738,1.8,59.4,71.2,47.6,MT,2019,June,barley
1739,1.05,65.3,79.3,51.3,MT,2019,July,barley
1740,1.5,66.1,79.8,52.4,MT,2019,August,barley
1741,2.41,56.9,67.4,46.4,MT,2019,September,barley
1742,0.95,34.9,44.0,25.7,MT,2019,October,barley
1743,0.33,27.9,35.2,20.6,MT,2019,December,barley
1744,0.04,23.2,31.9,14.6,MT,2020,January,barley
1745,0.14,28.6,39.4,17.8,MT,2020,February,barley
1746,0.36,29.2,40.1,18.4,MT,2020,March,barley
1747,0.57,36.9,48.4,25.5,MT,2020,April,barley
1748,2.92,50.3,62.1,38.5,MT,2020,May,barley
1749,3.8,60.7,71.6,49.7,MT,2020,June,barley
1750,1.22,65.7,80.0,51.4,MT,2020,July,barley
1751,0.23,69.3,85.9,52.6,MT,2020,August,barley
1752,1.3,59.7,73.1,46.3,MT,2020,September,barley
1753,1.28,41.1,51.4,30.7,MT,2020,October,barley
1754,0.69,36.1,45.0,27.1,MT,2020,November,barley
1755,0.09,32.2,40.8,23.6,MT,2020,December,barley
1756,0.08,29.5,38.7,20.2,MT,2021,January,barley
1757,0.57,12.7,20.6,4.8,MT,2021,February,barley
1758,0.12,36.5,48.6,24.3,MT,2021,March,barley
1759,0.73,39.5,49.6,29.4,MT,2021,April,barley
1760,2.99,48.1,58.8,37.5,MT,2021,May,barley
1761,0.52,64.5,79.4,49.5,MT,2021,June,barley
1762,0.06,73.2,89.5,56.9,MT,2021,July,barley
1763,2.04,66.3,78.9,53.7,MT,2021,August,barley
1764,0.19,60.6,74.7,46.4,MT,2021,September,barley
1765,0.14,49.2,60.4,37.8,MT,2021,October,barley
1766,0.24,39.1,49.9,28.3,MT,2021,November,barley
1767,0.43,19.3,29.1,9.6,MT,2021,December,barley
1768,0.45,25.1,34.3,15.8,MT,2022,January,barley
1769,0.44,24.5,34.1,14.9,MT,2022,February,barley
1770,0.55,35.8,47.0,24.6,MT,2022,March,barley
1771,0.64,35.0,45.6,24.3,MT,2022,April,barley
1772,0.87,47.4,59.5,35.3,MT,2022,May,barley
1773,1.89,58.2,69.6,46.7,MT,2022,June,barley
1774,0.91,70.2,85.2,55.3,MT,2022,July,barley
1775,2.55,73.1,88.7,57.4,MT,2022,August,barley
1776,0.66,64.0,77.4,50.6,MT,2022,September,barley
1777,1.8,49.6,59.5,39.8,MT,2022,October,barley
1778,0.57,22.6,30.6,14.5,MT,2022,November,barley
1779,1.05,13.3,20.6,6.0,MT,2022,December,barley
1780,0.4,27.6,35.5,19.7,MT,2023,January,barley
1781,0.32,23.2,32.6,13.7,MT,2023,February,barley
1782,0.76,21.3,31.6,11.1,MT,2023,March,barley
1783,1.12,39.4,50.6,28.1,MT,2023,April,barley
1784,2.04,56.4,70.1,42.7,MT,2023,May,barley
1785,2.8,59.6,71.0,48.3,MT,2023,June,barley
1786,0.22,67.3,84.0,50.7,MT,2023,July,barley
1787,1.0,67.7,83.4,51.9,MT,2023,August,barley
1788,1.43,59.3,74.6,44.0,MT,2023,September,barley
1789,2.19,43.9,55.2,32.5,MT,2023,October,barley
1790,0.58,,,,MT,2023,November,barley
1791,0.04,32.7,42.9,22.5,MT,2023,December,barley
1792,,9.6,22.9,-3.6,ID,2013,January,barley
1793,,20.3,33.3,7.2,ID,2013,February,barley
1794,,29.2,43.0,15.4,ID,2013,March,barley
1795,,34.9,45.5,24.3,ID,2013,April,barley
1796,,48.2,61.1,35.2,ID,2013,May,barley
1797,,55.6,73.1,38.1,ID,2013,June,barley
1798,,69.2,86.8,51.5,ID,2013,July,barley
1799,,68.4,87.9,48.8,ID,2013,August,barley
1800,,58.8,72.2,45.5,ID,2013,September,barley
1801,,43.8,57.3,30.4,ID,2013,October,barley
1802,,37.2,48.1,26.2,ID,2013,November,barley
1803,,20.6,31.8,9.3,ID,2013,December,barley
1804,,16.8,31.3,2.2,ID,2014,January,barley
1805,,25.0,34.2,15.9,ID,2014,February,barley
1806,,31.9,44.3,19.6,ID,2014,March,barley
1807,,37.7,50.4,25.1,ID,2014,April,barley
1808,,49.0,62.9,35.1,ID,2014,May,barley
1809,,52.5,67.7,37.4,ID,2014,June,barley
1810,,63.6,81.9,45.2,ID,2014,July,barley
1811,,58.5,73.3,43.8,ID,2014,August,barley
1812,,53.5,70.1,36.9,ID,2014,September,barley
1813,,44.3,59.7,28.9,ID,2014,October,barley
1814,,26.7,39.3,14.1,ID,2014,November,barley
1815,,24.0,33.1,14.9,ID,2014,December,barley
1816,,19.0,31.8,6.2,ID,2015,January,barley
1817,,28.5,40.4,16.6,ID,2015,February,barley
1818,,35.3,49.5,21.1,ID,2015,March,barley
1819,,39.5,51.6,27.3,ID,2015,April,barley
1820,,48.0,58.6,37.4,ID,2015,May,barley
1821,,60.5,76.2,44.8,ID,2015,June,barley
1822,,60.0,75.5,44.5,ID,2015,July,barley
1823,,59.9,77.7,42.0,ID,2015,August,barley
1824,,54.9,72.3,37.4,ID,2015,September,barley
1825,,46.4,60.5,32.2,ID,2015,October,barley
1826,,25.5,37.5,13.5,ID,2015,November,barley
1827,,24.3,38.6,10.1,ID,2016,February,barley
1828,,31.3,43.9,18.6,ID,2016,March,barley
1829,,42.2,54.5,29.9,ID,2016,April,barley
1830,,47.3,59.9,34.8,ID,2016,May,barley
1831,,58.3,75.5,41.0,ID,2016,June,barley
1832,,61.4,81.0,41.9,ID,2016,July,barley
1833,,59.4,81.2,37.7,ID,2016,August,barley
1834,,52.0,68.9,35.1,ID,2016,September,barley
1835,,43.8,55.7,31.9,ID,2016,October,barley
1836,,35.4,48.7,22.2,ID,2016,November,barley
1837,,13.0,25.6,0.4,ID,2016,December,barley
1838,,11.4,25.6,-2.9,ID,2017,January,barley
1839,,26.8,37.1,16.5,ID,2017,February,barley
1840,,37.1,47.4,26.7,ID,2017,March,barley
1841,,38.1,47.4,28.8,ID,2017,April,barley
1842,,48.3,62.0,34.7,ID,2017,May,barley
1843,,55.8,71.1,40.6,ID,2017,June,barley
1844,,64.7,84.0,45.3,ID,2017,July,barley
1845,,60.0,79.9,40.1,ID,2017,August,barley
1846,,50.0,66.2,33.7,ID,2017,September,barley
1847,,37.3,53.1,21.6,ID,2017,October,barley
1848,,33.1,43.1,23.1,ID,2017,November,barley
1849,,20.7,32.6,8.7,ID,2017,December,barley
1850,,23.1,34.5,11.8,ID,2018,January,barley
1851,,21.2,30.8,11.5,ID,2018,February,barley
1852,,27.7,40.8,14.7,ID,2018,March,barley
1853,,38.8,49.9,27.7,ID,2018,April,barley
1854,,51.1,64.7,37.4,ID,2018,May,barley
1855,,54.7,69.7,39.6,ID,2018,June,barley
1856,,64.0,83.2,44.8,ID,2018,July,barley
1857,,59.9,80.3,39.5,ID,2018,August,barley
1858,,52.4,74.8,30.0,ID,2018,September,barley
1859,,39.2,53.9,24.6,ID,2018,October,barley
1860,,25.2,38.3,12.3,ID,2018,November,barley
1861,,17.5,29.6,5.4,ID,2018,December,barley
1862,,16.6,29.6,3.7,ID,2019,January,barley
1863,,19.0,30.2,7.9,ID,2019,February,barley
1864,,25.7,42.8,8.7,ID,2019,March,barley
1865,,41.6,53.1,30.2,ID,2019,April,barley
1866,,45.9,57.2,34.6,ID,2019,May,barley
1867,,53.3,68.3,38.3,ID,2019,June,barley
1868,,62.4,79.4,45.4,ID,2019,July,barley
1869,,60.9,80.5,41.3,ID,2019,August,barley
1870,,51.7,66.5,36.8,ID,2019,September,barley
1871,,31.2,45.7,16.8,ID,2019,October,barley
1872,,30.6,43.6,17.5,ID,2019,November,barley
1873,,19.6,30.2,9.0,ID,2019,December,barley
1874,,22.5,31.5,13.6,ID,2020,January,barley
1875,,15.1,33.2,-2.9,ID,2020,February,barley
1876,,32.5,46.2,18.7,ID,2020,March,barley
1877,,37.0,49.9,24.2,ID,2020,April,barley
1878,,48.6,61.6,35.6,ID,2020,May,barley
1879,,52.9,66.0,39.8,ID,2020,June,barley
1880,,61.0,78.5,43.5,ID,2020,July,barley
1881,,63.1,83.6,42.5,ID,2020,August,barley
1882,,52.8,74.3,31.4,ID,2020,September,barley
1883,,40.6,57.7,23.5,ID,2020,October,barley
1884,,27.6,40.6,14.5,ID,2020,November,barley
1885,,15.3,28.3,2.3,ID,2020,December,barley
1886,,15.3,29.1,1.4,ID,2021,January,barley
1887,,21.1,31.4,10.8,ID,2021,February,barley
1888,,27.3,44.9,9.6,ID,2021,March,barley
1889,,36.6,49.3,23.9,ID,2021,April,barley
1890,,47.1,60.5,33.7,ID,2021,May,barley
1891,,60.5,78.7,42.4,ID,2021,June,barley
1892,,66.1,85.3,46.9,ID,2021,July,barley
1893,,60.0,77.8,42.3,ID,2021,August,barley
1894,,52.4,71.9,32.9,ID,2021,September,barley
1895,,41.6,53.4,29.9,ID,2021,October,barley
1896,,34.1,44.2,24.0,ID,2021,November,barley
1897,,24.9,33.5,16.2,ID,2021,December,barley
1898,,12.1,26.5,-2.3,ID,2022,January,barley
1899,,15.6,32.7,-1.4,ID,2022,February,barley
1900,,29.9,45.9,13.9,ID,2022,March,barley
1901,,34.5,45.5,23.5,ID,2022,April,barley
1902,,43.7,54.6,32.7,ID,2022,May,barley
1903,,54.2,69.5,38.8,ID,2022,June,barley
1904,,64.7,84.4,45.0,ID,2022,July,barley
1905,,63.4,81.9,44.9,ID,2022,August,barley
1906,,56.0,75.4,36.7,ID,2022,September,barley
1907,,41.1,59.4,22.8,ID,2022,October,barley
1908,,16.4,30.5,2.3,ID,2022,November,barley
1909,,17.6,27.6,7.7,ID,2022,December,barley
1910,,16.8,27.1,6.5,ID,2023,January,barley
1911,,16.2,31.5,1.0,ID,2023,February,barley
1912,,23.8,39.3,8.3,ID,2023,March,barley
1913,,33.7,49.6,17.8,ID,2023,April,barley
1914,,50.4,63.5,37.4,ID,2023,May,barley
1915,,53.3,67.0,39.6,ID,2023,June,barley
1916,,64.3,81.6,47.0,ID,2023,July,barley
1917,,61.8,76.9,46.6,ID,2023,August,barley
1918,,53.6,69.5,37.7,ID,2023,September,barley
1919,,41.9,56.0,27.8,ID,2023,October,barley
1920,,31.9,43.6,20.3,ID,2023,November,barley
1921,,21.2,32.9,9.6,ID,2023,December,barley
1922,0.6,15.0,29.7,0.3,MT,2013,December,barley
1923,0.75,25.4,39.6,11.1,MT,2014,January,barley
1924,0.5,12.8,27.2,-1.5,MT,2014,February,barley
1925,1.08,25.7,36.3,15.2,MT,2014,March,barley
1926,0.62,43.1,59.1,27.2,MT,2014,April,barley
1927,1.19,53.7,70.1,37.4,MT,2014,May,barley
1928,2.64,60.0,73.7,46.4,MT,2014,June,barley
1929,0.52,72.0,90.0,54.1,MT,2014,July,barley
1930,3.98,70.0,86.1,53.9,MT,2014,August,barley
1931,1.12,57.6,74.1,41.1,MT,2014,September,barley
1932,0.58,51.0,67.9,34.1,MT,2014,October,barley
1933,1.24,26.1,39.3,12.8,MT,2014,November,barley
1934,0.94,24.4,35.5,13.4,MT,2014,December,barley
1935,0.88,21.8,33.5,10.0,MT,2015,January,barley
1936,0.69,27.8,39.8,15.8,MT,2015,February,barley
1937,0.37,40.7,58.3,23.0,MT,2015,March,barley
1938,0.69,45.2,63.5,26.8,MT,2015,April,barley
1939,3.09,52.7,66.2,39.2,MT,2015,May,barley
1940,0.94,67.5,84.8,50.3,MT,2015,June,barley
1941,2.67,69.5,86.8,52.2,MT,2015,July,barley
1942,0.35,69.0,88.4,49.7,MT,2015,August,barley
1943,1.39,58.4,76.8,39.9,MT,2015,September,barley
1944,1.09,49.2,67.0,31.4,MT,2015,October,barley
1945,0.87,32.5,45.5,19.6,MT,2015,November,barley
1946,0.64,22.5,34.8,10.2,MT,2015,December,barley
1947,0.76,20.5,32.8,8.2,MT,2016,January,barley
1948,0.17,36.9,52.6,21.2,MT,2016,February,barley
1949,1.11,40.0,57.3,22.5,MT,2016,March,barley
1950,2.35,47.7,63.3,32.1,MT,2016,April,barley
1951,2.52,53.2,68.4,38.0,MT,2016,May,barley
1952,1.34,64.1,82.6,45.7,MT,2016,June,barley
1953,1.64,69.7,87.2,52.1,MT,2016,July,barley
1954,1.88,66.6,84.4,48.8,MT,2016,August,barley
1955,2.87,56.7,73.0,40.5,MT,2016,September,barley
1956,3.28,45.4,58.7,32.1,MT,2016,October,barley
1957,0.33,41.1,56.4,25.8,MT,2016,November,barley
1958,0.43,15.6,27.1,4.2,MT,2016,December,barley
1959,1.03,14.2,27.9,0.5,MT,2017,January,barley
1960,0.9,26.4,37.5,15.3,MT,2017,February,barley
1961,0.53,35.7,49.6,21.9,MT,2017,March,barley
1962,2.51,45.2,59.7,30.7,MT,2017,April,barley
1963,1.3,55.5,72.4,38.7,MT,2017,May,barley
1964,1.9,64.1,80.9,47.3,MT,2017,June,barley
1965,0.16,73.8,94.5,53.2,MT,2017,July,barley
1966,0.33,67.2,87.1,47.3,MT,2017,August,barley
1967,1.39,57.6,75.7,39.6,MT,2017,September,barley
1968,1.06,44.2,60.3,28.1,MT,2017,October,barley
1969,0.56,31.4,45.0,17.7,MT,2017,November,barley
1970,1.42,21.6,33.3,9.9,MT,2017,December,barley
1971,0.46,17.7,30.2,5.1,MT,2018,January,barley
1972,1.65,4.4,19.0,-10.3,MT,2018,February,barley
1973,0.53,25.8,37.2,14.4,MT,2018,March,barley
1974,1.61,39.3,54.6,24.0,MT,2018,April,barley
1975,1.41,59.4,74.9,44.0,MT,2018,May,barley
1976,3.52,63.2,77.1,49.4,MT,2018,June,barley
1977,0.13,69.3,87.8,50.8,MT,2018,July,barley
1978,0.49,66.6,86.6,46.5,MT,2018,August,barley
1979,1.67,56.4,71.4,41.5,MT,2018,September,barley
1980,0.48,44.7,60.7,28.8,MT,2018,October,barley
1981,0.92,32.5,46.8,18.2,MT,2018,November,barley
1982,0.17,28.5,41.4,15.5,MT,2018,December,barley
1983,0.82,24.5,38.7,10.4,MT,2019,January,barley
1984,1.33,-3.1,8.0,-14.2,MT,2019,February,barley
1985,0.16,22.9,38.9,6.9,MT,2019,March,barley
1986,1.4,45.0,58.9,31.1,MT,2019,April,barley
1987,2.52,50.0,63.9,36.2,MT,2019,May,barley
1988,3.28,61.9,77.3,46.5,MT,2019,June,barley
1989,1.65,67.9,85.2,50.4,MT,2019,July,barley
1990,1.41,68.4,85.9,51.0,MT,2019,August,barley
1991,3.09,58.4,73.8,42.9,MT,2019,September,barley
1992,1.04,36.4,51.8,21.0,MT,2019,October,barley
1993,1.49,29.1,41.5,16.7,MT,2019,November,barley
1994,0.59,26.1,37.6,14.7,MT,2019,December,barley
1995,0.5,21.8,34.4,9.1,MT,2020,January,barley
1996,0.37,30.4,44.6,16.1,MT,2020,February,barley
1997,0.68,31.6,46.1,17.1,MT,2020,March,barley
1998,1.44,39.2,54.6,23.8,MT,2020,April,barley
1999,3.1,53.1,67.9,38.4,MT,2020,May,barley
2000,3.93,62.1,76.5,47.8,MT,2020,June,barley
2001,0.38,66.4,85.3,47.4,MT,2020,July,barley
2002,0.37,68.5,90.4,46.5,MT,2020,August,barley
2003,1.15,58.7,77.3,40.2,MT,2020,September,barley
2004,1.96,40.6,55.5,25.7,MT,2020,October,barley
2005,0.9,36.9,50.6,23.2,MT,2020,November,barley
2006,0.24,32.4,45.9,18.9,MT,2020,December,barley
2007,0.13,30.3,44.5,16.1,MT,2021,January,barley
2008,1.33,12.1,24.8,-0.7,MT,2021,February,barley
2009,0.4,38.6,55.2,21.9,MT,2021,March,barley
2010,0.89,43.1,58.7,27.4,MT,2021,April,barley
2011,3.15,51.1,65.5,36.7,MT,2021,May,barley
2012,0.37,68.0,86.3,49.6,MT,2021,June,barley
2013,0.52,75.3,94.4,56.2,MT,2021,July,barley
2014,2.56,67.8,84.6,51.0,MT,2021,August,barley
2015,0.15,60.0,80.8,39.2,MT,2021,September,barley
2016,0.22,47.9,66.9,29.0,MT,2021,October,barley
2017,0.42,38.1,54.7,21.4,MT,2021,November,barley
2018,1.1,18.4,31.3,5.5,MT,2021,December,barley
2019,0.52,24.2,38.1,10.4,MT,2022,January,barley
2020,0.53,26.0,39.9,12.0,MT,2022,February,barley
2021,0.8,36.0,51.5,20.6,MT,2022,March,barley
2022,1.04,38.5,53.3,23.8,MT,2022,April,barley
2023,0.54,53.2,69.3,37.1,MT,2022,May,barley
2024,2.22,62.2,77.7,46.8,MT,2022,June,barley
2025,1.18,72.8,91.5,54.0,MT,2022,July,barley
2026,0.84,74.2,92.9,55.3,MT,2022,August,barley
2027,1.27,63.0,82.8,43.3,MT,2022,September,barley
2028,2.17,50.2,65.0,35.5,MT,2022,October,barley
2029,0.78,24.5,36.8,12.1,MT,2022,November,barley
2030,1.24,10.4,22.4,-1.6,MT,2022,December,barley
2031,0.48,27.6,39.0,16.2,MT,2023,January,barley
2032,0.4,28.8,41.0,16.6,MT,2023,February,barley
2033,0.69,26.4,37.4,15.3,MT,2023,March,barley
2034,1.72,43.4,57.8,28.9,MT,2023,April,barley
2035,1.91,61.2,75.9,46.6,MT,2023,May,barley
2036,2.28,63.4,77.0,49.9,MT,2023,June,barley
2037,0.19,71.1,90.0,52.1,MT,2023,July,barley
2038,0.2,70.1,88.4,51.9,MT,2023,August,barley
2039,1.99,61.3,79.4,43.2,MT,2023,September,barley
2040,1.48,44.5,58.7,30.2,MT,2023,October,barley
2041,0.67,37.4,53.2,21.6,MT,2023,November,barley
2042,0.07,33.1,48.7,17.5,MT,2023,December,barley
2043,0.86,22.2,34.6,9.9,MT,2013,January,barley
2044,0.09,32.2,44.9,19.4,MT,2013,February,barley
2045,0.46,34.4,48.5,20.3,MT,2013,March,barley
2046,0.83,41.5,55.1,27.9,MT,2013,April,barley
2047,2.95,55.1,68.7,41.6,MT,2013,May,barley
2048,2.35,62.0,75.2,48.7,MT,2013,June,barley
2049,2.07,71.2,86.7,55.7,MT,2013,July,barley
2050,1.57,70.6,87.2,54.1,MT,2013,August,barley
2051,1.38,62.7,78.3,47.1,MT,2013,September,barley
2052,0.57,42.5,57.8,27.2,MT,2013,October,barley
2053,0.45,31.2,46.1,16.3,MT,2013,November,barley
2054,0.9,17.6,31.5,3.7,MT,2013,December,barley
2055,0.75,28.4,41.9,15.0,MT,2014,January,barley
2056,0.58,14.3,26.7,1.9,MT,2014,February,barley
2057,1.1,26.8,36.6,16.9,MT,2014,March,barley
2058,0.84,44.2,58.3,30.1,MT,2014,April,barley
2059,1.23,54.0,68.4,39.6,MT,2014,May,barley
2060,3.0,59.6,72.6,46.5,MT,2014,June,barley
2061,0.18,72.0,88.0,56.0,MT,2014,July,barley
2062,4.05,69.9,84.0,55.8,MT,2014,August,barley
2063,1.67,57.3,72.4,42.2,MT,2014,September,barley
2064,0.62,51.2,67.0,35.5,MT,2014,October,barley
2065,0.87,27.4,40.5,14.2,MT,2014,November,barley
2066,1.0,25.6,36.8,14.4,MT,2014,December,barley
2067,0.94,24.0,35.5,12.5,MT,2015,January,barley
2068,0.55,29.3,40.5,18.0,MT,2015,February,barley
2069,0.2,41.4,57.3,25.5,MT,2015,March,barley
2070,0.6,45.8,62.5,29.2,MT,2015,April,barley
2071,2.93,52.4,64.8,40.0,MT,2015,May,barley
2072,0.93,67.2,83.1,51.3,MT,2015,June,barley
2073,2.59,69.1,84.2,54.0,MT,2015,July,barley
2074,0.28,69.4,86.6,52.2,MT,2015,August,barley
2075,1.51,58.2,74.2,42.2,MT,2015,September,barley
2076,0.74,48.7,65.0,32.4,MT,2015,October,barley
2077,1.03,33.1,44.9,21.4,MT,2015,November,barley
2078,0.52,24.7,35.4,13.9,MT,2015,December,barley
