,PRCP,TAVG,TMAX,TMIN,STATE,YEAR,MONTH,CROP
582,4.71,,,,NE,2023,June,soybean
583,7.48,,,,NE,2023,July,soybean
584,2.39,,,,NE,2023,August,soybean
585,0.75,,,,NE,2023,September,soybean
586,1.68,,,,NE,2023,October,soybean
587,0.22,,,,NE,2023,November,soybean
588,1.56,,,,NE,2023,December,soybean
589,0.44,23.7,33.8,13.5,NE,2013,January,soybean
590,0.42,26.2,36.9,15.4,NE,2013,February,soybean
591,1.31,32.3,42.9,21.6,NE,2013,March,soybean
592,3.62,44.4,57.3,31.5,NE,2013,April,soybean
593,6.42,59.3,70.7,48.0,NE,2013,May,soybean
594,4.68,69.8,80.7,59.0,NE,2013,June,soybean
595,0.62,73.6,85.8,61.4,NE,2013,July,soybean
596,1.8,74.4,86.2,62.6,NE,2013,August,soybean
597,3.78,69.3,82.5,56.0,NE,2013,September,soybean
598,3.87,51.8,64.9,38.6,NE,2013,October,soybean
599,1.27,36.2,49.3,23.1,NE,2013,November,soybean
600,0.15,21.2,33.2,9.3,NE,2013,December,soybean
601,0.07,20.8,35.5,6.2,NE,2014,January,soybean
602,0.46,20.6,32.1,9.2,NE,2014,February,soybean
603,0.21,34.4,49.4,19.5,NE,2014,March,soybean
604,3.22,50.0,64.3,35.6,NE,2014,April,soybean
605,6.49,61.3,74.0,48.6,NE,2014,May,soybean
606,8.33,71.0,82.2,59.7,NE,2014,June,soybean
607,0.55,70.8,83.7,58.0,NE,2014,July,soybean
608,6.98,73.1,83.2,63.0,NE,2014,August,soybean
609,3.12,63.4,75.7,51.1,NE,2014,September,soybean
610,3.3,54.7,68.5,40.9,NE,2014,October,soybean
611,0.22,32.2,44.5,19.8,NE,2014,November,soybean
612,1.52,29.7,36.7,22.7,NE,2014,December,soybean
613,0.07,25.9,38.3,13.4,NE,2015,January,soybean
614,1.29,19.5,31.0,8.1,NE,2015,February,soybean
615,0.8,41.4,57.2,25.5,NE,2015,March,soybean
616,3.61,52.1,64.3,40.0,NE,2015,April,soybean
617,7.8,59.4,69.7,49.1,NE,2015,May,soybean
618,6.04,70.7,81.3,60.1,NE,2015,June,soybean
619,3.54,73.7,84.7,62.8,NE,2015,July,soybean
620,7.69,70.4,81.7,59.1,NE,2015,August,soybean
621,4.0,69.7,81.5,57.9,NE,2015,September,soybean
622,0.51,55.1,68.2,42.1,NE,2015,October,soybean
623,1.68,43.4,55.4,31.5,NE,2015,November,soybean
624,5.23,32.2,40.6,23.7,NE,2015,December,soybean
625,0.84,22.2,30.4,13.9,NE,2016,January,soybean
626,0.57,32.6,42.4,22.8,NE,2016,February,soybean
627,0.98,45.0,59.2,30.9,NE,2016,March,soybean
628,4.92,52.6,64.9,40.2,NE,2016,April,soybean
629,7.38,59.8,71.6,48.0,NE,2016,May,soybean
630,4.06,75.5,88.2,62.8,NE,2016,June,soybean
631,3.74,74.6,85.0,64.2,NE,2016,July,soybean
632,5.62,72.7,83.4,61.9,NE,2016,August,soybean
633,2.94,67.8,79.8,55.8,NE,2016,September,soybean
634,1.54,55.9,69.3,42.5,NE,2016,October,soybean
635,0.86,45.7,58.6,32.8,NE,2016,November,soybean
636,2.26,24.3,35.3,13.4,NE,2016,December,soybean
637,0.76,25.8,33.8,17.8,NE,2017,January,soybean
638,0.43,36.6,49.3,23.9,NE,2017,February,soybean
639,2.28,41.1,52.2,30.1,NE,2017,March,soybean
640,2.45,51.5,63.3,39.8,NE,2017,April,soybean
641,7.87,60.1,72.2,48.0,NE,2017,May,soybean
642,2.91,73.0,86.4,59.5,NE,2017,June,soybean
643,3.28,76.4,88.1,64.5,NE,2017,July,soybean
644,4.42,69.4,81.0,57.8,NE,2017,August,soybean
645,5.05,67.1,80.7,53.6,NE,2017,September,soybean
646,4.35,53.9,66.0,41.7,NE,2017,October,soybean
647,0.18,38.1,51.2,25.1,NE,2017,November,soybean
648,0.23,27.6,38.8,16.3,NE,2017,December,soybean
649,0.76,18.7,29.6,7.8,NE,2018,January,soybean
650,0.67,21.2,31.5,10.9,NE,2018,February,soybean
651,3.04,38.4,48.5,28.3,NE,2018,March,soybean
652,0.29,42.2,56.4,27.9,NE,2018,April,soybean
653,3.01,67.6,80.1,55.0,NE,2018,May,soybean
654,6.25,74.7,85.8,63.6,NE,2018,June,soybean
655,3.6,73.0,84.4,61.7,NE,2018,July,soybean
656,3.27,72.1,82.9,61.3,NE,2018,August,soybean
657,7.66,66.9,77.9,55.8,NE,2018,September,soybean
658,2.42,48.5,59.6,37.4,NE,2018,October,soybean
659,0.79,31.7,43.4,20.0,NE,2018,November,soybean
660,2.45,28.7,38.1,19.3,NE,2018,December,soybean
661,0.26,23.2,32.0,14.4,NE,2019,January,soybean
662,0.98,14.4,23.6,5.1,NE,2019,February,soybean
663,2.3,31.5,41.1,21.9,NE,2019,March,soybean
664,1.21,51.2,64.6,37.7,NE,2019,April,soybean
665,6.84,57.4,67.9,46.8,NE,2019,May,soybean
666,4.51,70.2,81.5,58.9,NE,2019,June,soybean
667,2.67,76.2,87.5,64.9,NE,2019,July,soybean
668,3.18,71.3,81.0,61.6,NE,2019,August,soybean
669,4.4,70.1,81.9,58.1,NE,2019,September,soybean
670,4.43,47.4,59.0,35.9,NE,2019,October,soybean
671,0.87,35.3,46.8,23.9,NE,2019,November,soybean
672,1.63,30.5,40.8,20.3,NE,2019,December,soybean
673,0.95,24.5,33.4,15.7,NE,2020,January,soybean
674,0.02,28.7,40.7,16.8,NE,2020,February,soybean
675,1.4,41.5,53.9,29.2,NE,2020,March,soybean
676,0.53,48.0,62.9,33.1,NE,2020,April,soybean
677,2.91,57.9,67.3,48.6,NE,2020,May,soybean
678,2.23,75.4,87.8,63.1,NE,2020,June,soybean
679,2.45,76.3,88.2,64.4,NE,2020,July,soybean
680,1.7,73.5,86.9,60.0,NE,2020,August,soybean
681,1.92,63.3,76.9,49.7,NE,2020,September,soybean
682,0.68,47.2,59.8,34.6,NE,2020,October,soybean
683,1.06,42.9,56.9,28.8,NE,2020,November,soybean
684,0.97,28.8,40.2,17.3,NE,2020,December,soybean
685,0.78,26.7,34.7,18.8,NE,2021,January,soybean
686,0.52,13.6,21.7,5.6,NE,2021,February,soybean
687,4.87,44.6,56.6,32.6,NE,2021,March,soybean
688,1.99,49.1,61.9,36.3,NE,2021,April,soybean
689,4.33,59.9,70.7,49.2,NE,2021,May,soybean
690,4.0,73.7,86.7,60.6,NE,2021,June,soybean
691,2.83,74.4,85.7,63.1,NE,2021,July,soybean
692,7.28,73.9,85.2,62.6,NE,2021,August,soybean
693,1.6,67.9,81.5,54.3,NE,2021,September,soybean
694,5.26,55.1,67.6,42.7,NE,2021,October,soybean
695,0.43,42.0,54.5,29.5,NE,2021,November,soybean
696,0.26,34.4,47.2,21.6,NE,2021,December,soybean
697,0.28,21.1,34.8,7.3,NE,2022,January,soybean
698,0.08,25.8,40.6,10.9,NE,2022,February,soybean
699,1.72,38.4,52.6,24.3,NE,2022,March,soybean
700,1.18,46.7,61.9,31.5,NE,2022,April,soybean
701,4.34,60.8,72.0,49.6,NE,2022,May,soybean
702,3.02,72.4,84.9,59.8,NE,2022,June,soybean
703,1.02,76.5,89.1,64.0,NE,2022,July,soybean
704,2.91,74.4,87.5,61.2,NE,2022,August,soybean
705,1.07,67.4,82.4,52.3,NE,2022,September,soybean
706,0.65,52.5,69.3,35.6,NE,2022,October,soybean
707,0.47,36.7,50.5,22.8,NE,2022,November,soybean
708,1.08,22.1,32.9,11.2,NE,2022,December,soybean
709,1.03,26.6,34.4,18.8,NE,2023,January,soybean
710,1.29,28.3,41.2,15.5,NE,2023,February,soybean
711,0.7,35.0,46.3,23.6,NE,2023,March,soybean
712,1.51,50.3,65.9,34.7,NE,2023,April,soybean
713,0.24,64.1,78.8,49.5,NE,2023,May,soybean
714,5.12,72.6,86.5,58.7,NE,2023,June,soybean
715,7.85,73.0,83.4,62.5,NE,2023,July,soybean
716,2.45,73.5,85.2,61.8,NE,2023,August,soybean
717,0.67,68.4,83.0,53.8,NE,2023,September,soybean
718,1.93,54.5,67.2,41.8,NE,2023,October,soybean
719,0.76,40.5,55.2,25.9,NE,2023,November,soybean
720,1.18,33.9,44.1,23.6,NE,2023,December,soybean
721,5.57,,,,IL,2020,June,soybean
722,4.59,,,,IL,2020,July,soybean
723,1.17,,,,IL,2020,August,soybean
724,1.37,,,,IL,2020,September,soybean
725,1.43,,,,IL,2020,October,soybean
726,1.91,,,,IL,2020,November,soybean
727,1.18,,,,IL,2020,December,soybean
728,2.57,,,,IL,2021,January,soybean
729,1.42,,,,IL,2021,February,soybean
730,3.67,,,,IL,2021,March,soybean
731,2.3,,,,IL,2021,April,soybean
732,4.11,,,,IL,2021,May,soybean
733,7.25,,,,IL,2021,June,soybean
734,3.35,,,,IL,2021,July,soybean
735,3.11,,,,IL,2021,August,soybean
736,3.01,,,,IL,2021,September,soybean
737,7.24,,,,IL,2021,October,soybean
738,0.68,,,,IL,2021,November,soybean
739,2.49,,,,IL,2021,December,soybean
740,0.5,,,,IL,2022,January,soybean
741,2.68,,,,IL,2022,February,soybean
742,4.42,,,,IL,2022,March,soybean
743,3.38,,,,IL,2022,April,soybean
744,3.8,,,,IL,2022,May,soybean
745,1.89,,,,IL,2022,June,soybean
746,5.17,,,,IL,2022,July,soybean
747,7.0,,,,IL,2022,August,soybean
748,3.89,,,,IL,2022,September,soybean
749,2.98,,,,IL,2022,October,soybean
750,1.81,,,,IL,2022,November,soybean
751,2.25,,,,IL,2022,December,soybean
752,1.89,,,,IL,2023,January,soybean
753,1.91,,,,IL,2023,February,soybean
754,2.52,,,,IL,2023,March,soybean
755,1.63,,,,IL,2023,April,soybean
756,2.57,,,,IL,2023,May,soybean
757,1.37,,,,IL,2023,June,soybean
758,3.81,,,,IL,2023,July,soybean
759,5.3,,,,IL,2023,August,soybean
760,0.99,,,,IL,2023,September,soybean
761,3.61,,,,IL,2023,October,soybean
762,0.92,,,,IL,2023,November,soybean
763,2.96,,,,IL,2023,December,soybean
764,3.22,,,,IA,2014,April,soybean
765,1.15,,,,IA,2014,May,soybean
766,11.35,,,,IA,2014,June,soybean
767,1.62,,,,IA,2014,July,soybean
768,5.89,,,,IA,2014,August,soybean
769,3.73,,,,IA,2014,September,soybean
770,1.48,,,,IA,2014,October,soybean
771,7.68,,,,NE,2014,August,soybean
772,4.23,,,,NE,2014,September,soybean
773,0.13,,,,NE,2014,November,soybean
774,1.68,,,,NE,2014,December,soybean
775,0.09,,,,NE,2015,January,soybean
776,12.01,,,,NE,2015,February,soybean
777,0.6,,,,NE,2015,March,soybean
778,4.26,,,,NE,2015,April,soybean
779,6.56,,,,NE,2015,May,soybean
780,5.52,,,,NE,2015,June,soybean
781,2.96,,,,NE,2015,July,soybean
782,6.1,,,,NE,2015,August,soybean
783,4.72,,,,NE,2015,September,soybean
784,0.74,,,,NE,2015,October,soybean
785,7.06,,,,NE,2016,April,soybean
786,5.01,,,,NE,2016,June,soybean
787,6.0,,,,NE,2016,July,soybean
788,7.13,,,,NE,2016,August,soybean
789,4.0,,,,NE,2016,September,soybean
790,0.6,,,,NE,2016,October,soybean
791,6.91,,,,NE,2014,May,soybean
792,7.67,,,,NE,2014,June,soybean
793,0.41,,,,NE,2014,July,soybean
794,11.55,,,,NE,2014,August,soybean
795,2.92,,,,NE,2014,September,soybean
796,2.27,,,,NE,2014,October,soybean
797,0.03,,,,NE,2014,November,soybean
798,1.14,,,,NE,2014,December,soybean
799,0.01,,,,NE,2015,January,soybean
800,1.06,,,,NE,2015,February,soybean
801,0.62,,,,NE,2015,March,soybean
802,3.71,,,,NE,2015,April,soybean
803,9.44,,,,NE,2015,May,soybean
804,5.65,,,,NE,2015,June,soybean
805,2.97,,,,NE,2015,July,soybean
806,9.33,,,,NE,2015,August,soybean
807,2.61,,,,NE,2015,September,soybean
808,0.74,,,,NE,2015,October,soybean
809,2.2,,,,NE,2015,November,soybean
810,3.93,,,,NE,2015,December,soybean
811,1.02,,,,NE,2016,January,soybean
812,2.35,,,,NE,2016,February,soybean
813,1.17,,,,NE,2016,March,soybean
814,6.16,,,,NE,2016,April,soybean
815,7.2,,,,NE,2016,May,soybean
816,4.83,,,,NE,2016,June,soybean
817,3.54,,,,NE,2016,July,soybean
818,6.43,,,,NE,2016,August,soybean
819,4.51,,,,NE,2016,September,soybean
820,1.09,,,,NE,2016,October,soybean
821,0.94,,,,NE,2016,November,soybean
822,1.25,,,,NE,2016,December,soybean
823,0.87,,,,NE,2017,January,soybean
824,0.22,,,,NE,2017,February,soybean
825,1.73,,,,NE,2017,March,soybean
826,3.23,,,,NE,2017,April,soybean
827,8.66,,,,NE,2017,May,soybean
828,3.41,,,,NE,2017,June,soybean
829,2.64,,,,NE,2017,July,soybean
830,4.48,,,,NE,2017,August,soybean
831,2.93,,,,NE,2017,September,soybean
832,6.13,,,,NE,2017,October,soybean
833,0.3,,,,NE,2017,November,soybean
834,0.11,,,,NE,2017,December,soybean
835,1.45,,,,NE,2018,January,soybean
836,0.65,,,,NE,2018,February,soybean
837,2.43,,,,NE,2018,March,soybean
838,0.3,,,,NE,2018,April,soybean
839,2.3,,,,NE,2018,May,soybean
840,8.18,,,,NE,2018,June,soybean
841,6.29,,,,NE,2018,July,soybean
842,3.33,,,,NE,2018,August,soybean
843,5.76,,,,NE,2018,September,soybean
844,2.5,,,,NE,2018,October,soybean
845,0.61,,,,NE,2018,November,soybean
846,4.14,,,,NE,2018,December,soybean
847,0.44,,,,NE,2019,January,soybean
848,2.48,,,,NE,2019,February,soybean
849,3.29,,,,NE,2019,March,soybean
850,1.38,,,,NE,2019,April,soybean
851,8.26,,,,NE,2019,May,soybean
852,4.82,,,,NE,2019,June,soybean
853,2.23,,,,NE,2019,July,soybean
854,3.65,,,,NE,2019,August,soybean
855,3.18,,,,NE,2019,September,soybean
856,3.81,,,,NE,2019,October,soybean
857,1.07,,,,NE,2019,November,soybean
858,2.07,,,,NE,2019,December,soybean
859,1.23,,,,NE,2020,January,soybean
860,0.01,,,,NE,2020,February,soybean
861,1.63,,,,NE,2020,March,soybean
862,0.65,,,,NE,2020,April,soybean
863,2.52,,,,NE,2020,May,soybean
864,2.23,,,,NE,2020,June,soybean
865,2.69,,,,NE,2020,July,soybean
866,1.24,,,,NE,2020,August,soybean
867,1.08,,,,NE,2020,September,soybean
868,0.57,,,,NE,2020,October,soybean
869,1.44,,,,NE,2020,November,soybean
870,1.4,,,,NE,2020,December,soybean
871,1.61,,,,NE,2021,January,soybean
872,1.15,,,,NE,2021,February,soybean
873,6.39,,,,NE,2021,March,soybean
874,2.86,,,,NE,2021,April,soybean
875,5.41,,,,NE,2021,May,soybean
876,3.69,,,,NE,2021,June,soybean
877,3.61,,,,NE,2021,July,soybean
878,6.32,,,,NE,2021,August,soybean
879,1.75,,,,NE,2021,September,soybean
880,4.37,,,,NE,2021,October,soybean
881,0.35,,,,NE,2021,November,soybean
882,0.5,,,,NE,2021,December,soybean
883,0.09,,,,NE,2022,January,soybean
884,0.05,,,,NE,2022,February,soybean
885,0.99,,,,NE,2022,March,soybean
886,1.7,,,,NE,2022,April,soybean
887,4.56,,,,NE,2022,May,soybean
888,3.6,,,,NE,2022,June,soybean
889,2.97,,,,NE,2022,July,soybean
890,0.76,,,,NE,2022,August,soybean
891,1.19,,,,NE,2022,September,soybean
892,0.08,,,,NE,2022,October,soybean
893,0.63,,,,NE,2022,November,soybean
894,0.85,,,,NE,2022,December,soybean
895,1.13,,,,NE,2023,January,soybean
896,1.23,,,,NE,2023,February,soybean
897,0.79,,,,NE,2023,March,soybean
898,2.08,,,,NE,2023,April,soybean
899,0.65,,,,NE,2023,May,soybean
900,3.19,,,,NE,2023,June,soybean
901,7.32,,,,NE,2023,July,soybean
902,1.63,,,,NE,2023,August,soybean
903,1.07,,,,NE,2023,September,soybean
904,1.66,,,,NE,2023,October,soybean
905,0.33,,,,NE,2023,November,soybean
906,2.33,29.3,38.5,20.0,IL,2013,January,soybean
907,2.58,29.7,36.8,22.7,IL,2013,February,soybean
908,1.62,35.3,43.3,27.3,IL,2013,March,soybean
909,6.74,50.8,60.7,40.8,IL,2013,April,soybean
910,6.78,63.9,73.3,54.6,IL,2013,May,soybean
911,5.23,71.5,80.1,62.9,IL,2013,June,soybean
912,3.56,72.8,80.9,64.8,IL,2013,July,soybean
913,0.09,73.5,82.9,64.0,IL,2013,August,soybean
914,0.61,69.6,80.5,58.7,IL,2013,September,soybean
915,4.76,55.0,64.7,45.2,IL,2013,October,soybean
916,1.35,38.6,47.2,30.0,IL,2013,November,soybean
917,1.97,27.6,35.7,19.4,IL,2013,December,soybean
918,1.86,20.8,29.9,11.7,IL,2014,January,soybean
919,3.78,19.1,28.0,10.1,IL,2014,February,soybean
920,1.57,35.0,45.2,24.9,IL,2014,March,soybean
921,5.17,53.1,63.2,43.1,IL,2014,April,soybean
922,4.04,64.1,73.6,54.7,IL,2014,May,soybean
923,9.94,72.6,80.8,64.4,IL,2014,June,soybean
924,2.57,70.1,79.3,60.9,IL,2014,July,soybean
925,6.4,73.1,81.0,65.2,IL,2014,August,soybean
926,4.26,64.4,74.6,54.1,IL,2014,September,soybean
927,5.85,53.5,62.7,44.3,IL,2014,October,soybean
928,1.95,34.7,43.2,26.3,IL,2014,November,soybean
929,1.7,32.6,38.0,27.3,IL,2014,December,soybean
930,1.12,25.8,33.2,18.3,IL,2015,January,soybean
931,1.27,20.2,29.8,10.6,IL,2015,February,soybean
932,1.44,38.5,47.9,29.2,IL,2015,March,soybean
933,2.02,54.8,64.8,44.7,IL,2015,April,soybean
934,6.32,65.3,74.8,55.8,IL,2015,May,soybean
935,5.75,72.0,80.0,64.1,IL,2015,June,soybean
936,4.54,73.8,81.8,65.7,IL,2015,July,soybean
937,2.35,72.6,82.0,63.2,IL,2015,August,soybean
938,1.57,71.0,81.8,60.3,IL,2015,September,soybean
939,1.55,56.7,67.0,46.4,IL,2015,October,soybean
940,4.43,47.3,57.2,37.4,IL,2015,November,soybean
941,8.36,40.8,47.3,34.4,IL,2015,December,soybean
942,0.89,27.5,35.2,19.8,IL,2016,January,soybean
943,0.99,33.4,41.3,25.6,IL,2016,February,soybean
944,3.3,47.7,56.5,39.0,IL,2016,March,soybean
945,3.82,53.3,63.4,43.2,IL,2016,April,soybean
946,3.15,61.8,71.5,52.2,IL,2016,May,soybean
947,2.35,75.0,85.3,64.7,IL,2016,June,soybean
948,5.08,75.3,83.9,66.8,IL,2016,July,soybean
949,4.95,75.9,83.9,67.9,IL,2016,August,soybean
950,2.73,71.3,80.5,62.1,IL,2016,September,soybean
951,2.85,,,,IL,2016,October,soybean
952,3.74,47.6,55.7,39.5,IL,2016,November,soybean
953,1.06,29.3,35.5,23.1,IL,2016,December,soybean
954,2.15,32.2,39.2,25.3,IL,2017,January,soybean
955,0.43,41.0,50.8,31.2,IL,2017,February,soybean
956,3.33,43.5,51.8,35.2,IL,2017,March,soybean
957,5.28,57.4,66.8,48.1,IL,2017,April,soybean
958,8.99,62.3,71.7,52.9,IL,2017,May,soybean
959,1.17,73.4,83.8,63.0,IL,2017,June,soybean
960,4.93,77.3,86.8,67.7,IL,2017,July,soybean
961,3.19,71.4,80.8,62.0,IL,2017,August,soybean
962,0.88,69.2,79.8,58.7,IL,2017,September,soybean
963,4.35,58.3,67.0,49.5,IL,2017,October,soybean
964,1.36,42.8,51.5,34.0,IL,2017,November,soybean
965,0.71,29.7,37.5,22.0,IL,2017,December,soybean
966,0.98,24.2,32.7,15.7,IL,2018,January,soybean
967,4.8,32.6,41.4,23.8,IL,2018,February,soybean
968,3.5,38.6,46.7,30.6,IL,2018,March,soybean
969,2.77,46.3,56.4,36.2,IL,2018,April,soybean
970,2.28,72.3,82.7,61.9,IL,2018,May,soybean
971,5.68,75.9,85.5,66.2,IL,2018,June,soybean
972,7.29,74.7,82.9,66.6,IL,2018,July,soybean
973,3.24,75.2,83.1,67.3,IL,2018,August,soybean
974,3.62,71.1,80.6,61.7,IL,2018,September,soybean
975,2.31,54.9,64.7,45.2,IL,2018,October,soybean
976,2.6,35.3,41.3,29.3,IL,2018,November,soybean
977,4.76,34.9,41.9,27.8,IL,2018,December,soybean
978,3.08,24.9,32.4,17.5,IL,2019,January,soybean
979,1.69,30.5,38.1,22.9,IL,2019,February,soybean
980,4.84,37.1,45.4,28.8,IL,2019,March,soybean
981,5.61,53.3,62.4,44.3,IL,2019,April,soybean
982,5.3,63.6,72.6,54.6,IL,2019,May,soybean
983,5.11,71.5,80.8,62.3,IL,2019,June,soybean
984,1.12,77.8,87.2,68.3,IL,2019,July,soybean
985,7.26,73.9,82.3,65.6,IL,2019,August,soybean
986,5.07,72.8,81.8,63.7,IL,2019,September,soybean
987,4.99,53.9,62.7,45.2,IL,2019,October,soybean
988,2.13,36.8,44.7,28.9,IL,2019,November,soybean
989,1.44,35.3,43.7,27.0,IL,2019,December,soybean
990,5.02,32.3,38.8,25.7,IL,2020,January,soybean
991,2.75,31.6,38.7,24.6,IL,2020,February,soybean
992,4.18,45.2,52.4,37.9,IL,2020,March,soybean
993,6.13,50.1,59.6,40.6,IL,2020,April,soybean
994,6.34,60.5,68.9,52.1,IL,2020,May,soybean
995,5.28,74.2,84.5,63.8,IL,2020,June,soybean
996,4.33,77.3,86.0,68.6,IL,2020,July,soybean
997,0.94,73.1,82.4,63.8,IL,2020,August,soybean
998,1.37,66.7,76.1,57.3,IL,2020,September,soybean
999,2.24,52.5,62.6,42.5,IL,2020,October,soybean
1000,1.65,46.9,55.6,38.2,IL,2020,November,soybean
1001,1.27,33.4,40.8,26.0,IL,2020,December,soybean
1002,3.41,28.8,34.6,22.9,IL,2021,January,soybean
1003,1.78,21.6,28.4,14.8,IL,2021,February,soybean
1004,4.04,46.4,55.6,37.2,IL,2021,March,soybean
1005,2.35,52.9,62.2,43.6,IL,2021,April,soybean
1006,5.62,61.7,71.1,52.2,IL,2021,May,soybean
1007,6.8,74.8,84.4,65.3,IL,2021,June,soybean
1008,2.73,74.4,82.4,66.4,IL,2021,July,soybean
1009,2.13,76.4,85.9,66.9,IL,2021,August,soybean
1010,2.95,70.3,80.5,60.1,IL,2021,September,soybean
1011,7.86,60.0,68.1,51.9,IL,2021,October,soybean
1012,0.42,39.9,49.3,30.5,IL,2021,November,soybean
1013,2.31,40.9,49.9,31.9,IL,2021,December,soybean
1014,0.67,22.8,31.9,13.8,IL,2022,January,soybean
1015,3.44,27.4,36.6,18.2,IL,2022,February,soybean
1016,4.82,43.2,53.5,32.9,IL,2022,March,soybean
1017,3.2,50.1,59.8,40.4,IL,2022,April,soybean
1018,4.08,66.3,76.0,56.5,IL,2022,May,soybean
1019,1.45,75.2,86.0,64.4,IL,2022,June,soybean
1020,3.07,76.8,85.5,68.1,IL,2022,July,soybean
1021,8.65,74.2,83.0,65.3,IL,2022,August,soybean
1022,4.55,67.9,77.2,58.6,IL,2022,September,soybean
1023,3.61,54.1,64.5,43.6,IL,2022,October,soybean
1024,1.8,43.0,51.5,34.4,IL,2022,November,soybean
1025,2.3,31.1,38.0,24.2,IL,2022,December,soybean
1026,1.81,,,,IL,2023,January,soybean
1027,2.1,36.0,45.8,26.2,IL,2023,February,soybean
1028,4.42,41.9,50.8,33.0,IL,2023,March,soybean
1029,1.23,54.2,65.8,42.7,IL,2023,April,soybean
1030,1.93,65.6,77.5,53.8,IL,2023,May,soybean
1031,1.52,72.5,83.9,61.2,IL,2023,June,soybean
1032,3.01,75.7,84.9,66.5,IL,2023,July,soybean
1033,4.89,,,,IL,2023,August,soybean
1034,0.91,,,,IL,2023,September,soybean
1035,4.1,56.3,65.2,47.4,IL,2023,October,soybean
1036,1.13,43.4,53.3,33.5,IL,2023,November,soybean
1037,3.15,39.2,45.4,32.9,IL,2023,December,soybean
1038,0.9,,,,NE,2022,September,soybean
1039,0.55,,,,NE,2022,October,soybean
1040,0.33,,,,NE,2022,November,soybean
1041,0.88,,,,NE,2022,December,soybean
1042,1.14,,,,NE,2023,January,soybean
1043,0.75,,,,NE,2023,February,soybean
1044,0.99,,,,NE,2023,March,soybean
1045,1.19,,,,NE,2023,April,soybean
1046,0.18,,,,NE,2023,May,soybean
1047,2.44,,,,NE,2023,June,soybean
1048,5.32,,,,NE,2023,July,soybean
1049,1.8,,,,NE,2023,August,soybean
1050,0.98,,,,NE,2023,September,soybean
1051,1.06,,,,NE,2013,March,soybean
1052,7.54,,,,NE,2013,May,soybean
1053,4.07,,,,NE,2013,September,soybean
1054,3.54,,,,NE,2014,April,soybean
1055,6.41,,,,NE,2014,May,soybean
1056,11.94,,,,NE,2014,June,soybean
1057,0.18,,,,NE,2014,July,soybean
1058,2.83,,,,NE,2014,September,soybean
1059,3.93,,,,NE,2014,October,soybean
1060,3.25,,,,NE,2015,April,soybean
1061,9.35,,,,NE,2015,May,soybean
1062,5.24,,,,NE,2015,June,soybean
1063,2.7,,,,NE,2015,July,soybean
1064,7.17,,,,NE,2015,August,soybean
1065,0.4,,,,NE,2020,April,soybean
1066,2.72,,,,NE,2020,May,soybean
1067,2.15,,,,NE,2020,June,soybean
1068,7.01,,,,NE,2020,July,soybean
1069,1.57,,,,NE,2020,August,soybean
1070,2.11,,,,NE,2020,September,soybean
1071,0.67,,,,NE,2020,October,soybean
1072,0.0,,,,NE,2020,December,soybean
1073,4.02,,,,NE,2021,May,soybean
1074,3.5,,,,NE,2021,June,soybean
1075,0.35,,,,NE,2013,January,soybean
1076,0.21,,,,NE,2013,February,soybean
1077,1.2,,,,NE,2013,March,soybean
1078,4.31,,,,NE,2013,April,soybean
1079,4.23,,,,NE,2013,May,soybean
1080,2.73,,,,NE,2013,June,soybean
1081,0.93,,,,NE,2013,July,soybean
1082,3.06,,,,NE,2013,August,soybean
1083,1.49,,,,NE,2013,September,soybean
1084,5.07,,,,NE,2013,October,soybean
1085,1.09,,,,NE,2013,November,soybean
1086,0.03,,,,NE,2013,December,soybean
1087,0.05,,,,NE,2014,January,soybean
1088,0.5,,,,NE,2014,February,soybean
1089,0.13,,,,NE,2014,March,soybean
1090,2.06,,,,NE,2014,April,soybean
1091,6.04,,,,NE,2014,May,soybean
1092,9.69,,,,NE,2014,June,soybean
1093,0.78,,,,NE,2014,July,soybean
1094,8.79,,,,NE,2014,August,soybean
1095,3.36,,,,NE,2014,September,soybean
1096,2.35,,,,NE,2014,October,soybean
1097,0.03,,,,NE,2014,November,soybean
1098,1.28,,,,NE,2014,December,soybean
1099,0.03,,,,NE,2015,January,soybean
1100,1.1,,,,NE,2015,February,soybean
1101,0.41,,,,NE,2015,March,soybean
1102,4.11,,,,NE,2015,April,soybean
1103,9.7,,,,NE,2015,May,soybean
1104,5.46,,,,NE,2015,June,soybean
1105,3.48,,,,NE,2015,July,soybean
1106,6.65,,,,NE,2015,August,soybean
1107,3.25,,,,NE,2015,September,soybean
1108,2.25,,,,NE,2017,June,soybean
1109,2.13,,,,NE,2017,July,soybean
1110,3.64,,,,NE,2017,August,soybean
1111,3.12,,,,NE,2017,September,soybean
1112,4.97,,,,NE,2017,October,soybean
1113,0.02,,,,NE,2017,December,soybean
1114,0.51,,,,NE,2018,January,soybean
1115,0.27,,,,NE,2018,February,soybean
1116,2.39,,,,NE,2018,March,soybean
1117,0.35,,,,NE,2018,April,soybean
1118,3.12,,,,NE,2018,May,soybean
1119,8.33,,,,NE,2018,June,soybean
1120,4.72,,,,NE,2018,July,soybean
1121,3.73,,,,NE,2018,August,soybean
1122,8.13,,,,NE,2018,September,soybean
1123,3.0,,,,NE,2018,October,soybean
1124,0.6,,,,NE,2018,November,soybean
1125,2.46,,,,NE,2018,December,soybean
1126,0.12,,,,NE,2019,January,soybean
1127,0.38,,,,NE,2019,February,soybean
1128,2.1,,,,NE,2019,March,soybean
