,PRCP,TAVG,TMAX,TMIN,STATE,YEAR,MONTH,CROP
547,0.43,,,,SD,2021,December,oats
548,0.11,,,,SD,2022,January,oats
549,0.22,,,,SD,2022,February,oats
550,0.13,,,,SD,2022,March,oats
551,3.26,,,,SD,2022,April,oats
552,3.29,,,,SD,2022,May,oats
553,3.67,,,,SD,2022,June,oats
554,3.03,,,,SD,2022,July,oats
555,0.15,,,,SD,2022,October,oats
556,0.56,,,,SD,2022,November,oats
557,0.65,,,,SD,2022,December,oats
558,0.19,,,,SD,2023,January,oats
559,0.31,,,,SD,2023,February,oats
560,1.62,,,,SD,2023,March,oats
561,3.52,,,,SD,2023,May,oats
562,5.0,,,,SD,2023,June,oats
563,1.31,,,,SD,2023,July,oats
564,3.67,,,,SD,2023,August,oats
565,2.65,,,,SD,2023,September,oats
566,1.17,,,,SD,2023,October,oats
567,0.19,,,,SD,2023,November,oats
568,0.38,,,,SD,2023,December,oats
569,0.16,17.3,26.5,8.0,SD,2013,January,oats
570,0.2,25.9,35.7,16.1,SD,2013,February,oats
571,0.44,27.5,39.8,15.2,SD,2013,March,oats
572,0.95,37.7,49.4,26.0,SD,2013,April,oats
573,6.17,56.8,70.0,43.5,SD,2013,May,oats
574,2.47,65.4,77.2,53.6,SD,2013,June,oats
575,2.13,71.1,84.5,57.6,SD,2013,July,oats
576,2.98,72.3,85.5,59.0,SD,2013,August,oats
577,3.09,65.1,78.3,51.9,SD,2013,September,oats
578,3.8,42.5,51.7,33.3,SD,2013,October,oats
579,0.08,30.5,41.7,19.2,SD,2013,November,oats
580,0.48,10.2,20.1,0.3,SD,2013,December,oats
581,0.88,15.9,27.4,4.4,SD,2014,January,oats
582,0.35,10.6,21.5,-0.3,SD,2014,February,oats
583,0.33,28.2,40.0,16.4,SD,2014,March,oats
584,1.83,42.2,55.3,29.1,SD,2014,April,oats
585,0.55,55.3,67.6,43.1,SD,2014,May,oats
586,7.91,63.0,74.1,51.9,SD,2014,June,oats
587,0.62,69.4,82.7,56.1,SD,2014,July,oats
588,5.97,68.0,78.6,57.5,SD,2014,August,oats
589,1.36,60.0,73.8,46.3,SD,2014,September,oats
590,0.24,49.0,62.0,35.9,SD,2014,October,oats
591,0.5,22.4,32.9,12.0,SD,2014,November,oats
592,0.17,22.5,32.1,13.0,SD,2014,December,oats
593,0.3,22.3,32.3,12.3,SD,2015,January,oats
594,0.37,17.3,29.4,5.3,SD,2015,February,oats
595,0.21,39.4,54.5,24.3,SD,2015,March,oats
596,0.67,47.4,61.0,33.7,SD,2015,April,oats
597,4.29,53.5,65.9,41.1,SD,2015,May,oats
598,3.75,67.1,79.6,54.6,SD,2015,June,oats
599,1.74,72.4,86.4,58.4,SD,2015,July,oats
600,1.77,71.3,86.1,56.4,SD,2015,August,oats
601,0.93,66.0,81.1,50.9,SD,2015,September,oats
602,0.85,51.3,64.2,38.4,SD,2015,October,oats
603,0.09,34.3,46.2,22.5,SD,2015,November,oats
604,0.48,22.4,30.1,14.7,SD,2015,December,oats
605,0.02,18.6,26.8,10.4,SD,2016,January,oats
606,0.58,31.1,40.9,21.3,SD,2016,February,oats
607,1.06,40.0,54.3,25.6,SD,2016,March,oats
608,4.1,46.9,59.9,34.0,SD,2016,April,oats
609,1.79,57.5,71.4,43.6,SD,2016,May,oats
610,0.84,70.4,85.1,55.8,SD,2016,June,oats
611,3.06,73.3,87.6,59.0,SD,2016,July,oats
612,1.15,71.4,86.8,56.0,SD,2016,August,oats
613,0.79,61.9,75.1,48.6,SD,2016,September,oats
614,0.76,50.4,63.6,37.1,SD,2016,October,oats
615,0.87,41.1,52.8,29.4,SD,2016,November,oats
616,1.49,10.5,18.4,2.6,SD,2016,December,oats
617,0.33,10.9,18.4,3.5,SD,2017,January,oats
618,0.33,25.2,33.9,16.4,SD,2017,February,oats
619,0.61,33.0,44.1,21.8,SD,2017,March,oats
620,0.67,46.1,58.9,33.3,SD,2017,April,oats
621,0.96,57.4,71.7,43.2,SD,2017,May,oats
622,2.86,67.9,82.3,53.5,SD,2017,June,oats
623,1.85,76.6,93.0,60.3,SD,2017,July,oats
624,1.85,67.7,81.2,54.1,SD,2017,August,oats
625,1.13,61.3,75.4,47.2,SD,2017,September,oats
626,0.23,48.6,62.3,34.9,SD,2017,October,oats
627,0.17,33.5,45.6,21.4,SD,2017,November,oats
628,0.54,20.0,30.0,10.1,SD,2017,December,oats
629,0.05,17.1,28.3,5.8,SD,2018,January,oats
630,0.33,8.1,19.1,-2.9,SD,2018,February,oats
631,0.87,29.4,37.9,20.9,SD,2018,March,oats
632,0.87,37.0,49.4,24.6,SD,2018,April,oats
633,2.12,62.3,75.4,49.1,SD,2018,May,oats
634,2.87,68.7,81.1,56.3,SD,2018,June,oats
635,5.09,73.1,86.9,59.3,SD,2018,July,oats
636,0.45,71.5,86.9,56.2,SD,2018,August,oats
637,3.28,59.4,71.3,47.5,SD,2018,September,oats
638,1.74,42.7,53.2,32.1,SD,2018,October,oats
639,0.98,27.8,35.6,20.0,SD,2018,November,oats
640,0.56,25.5,35.1,16.0,SD,2018,December,oats
641,0.57,16.0,25.1,6.9,SD,2019,January,oats
642,0.97,1.5,10.3,-7.3,SD,2019,February,oats
643,0.62,23.2,32.0,14.4,SD,2019,March,oats
644,2.06,44.3,55.3,33.5,SD,2019,April,oats
645,4.35,50.9,61.8,40.0,SD,2019,May,oats
646,3.33,66.4,79.4,53.4,SD,2019,June,oats
647,5.49,71.3,82.6,60.1,SD,2019,July,oats
648,3.1,67.6,78.5,56.7,SD,2019,August,oats
649,4.2,61.5,72.8,50.2,SD,2019,September,oats
650,3.63,38.7,48.4,29.1,SD,2019,October,oats
651,0.81,29.9,39.1,20.7,SD,2019,November,oats
652,0.43,19.9,28.3,11.6,SD,2019,December,oats
653,0.22,17.1,25.0,9.3,SD,2020,January,oats
654,0.19,23.9,34.5,13.3,SD,2020,February,oats
655,0.12,35.4,46.5,24.3,SD,2020,March,oats
656,0.65,41.4,55.9,27.0,SD,2020,April,oats
657,1.56,54.0,66.4,41.7,SD,2020,May,oats
658,1.74,69.5,83.5,55.6,SD,2020,June,oats
659,3.21,,,,SD,2020,July,oats
660,2.93,72.3,86.4,58.2,SD,2020,August,oats
661,1.48,59.6,73.6,45.6,SD,2020,September,oats
662,1.07,38.9,49.5,28.3,SD,2020,October,oats
663,0.04,36.9,51.0,22.8,SD,2020,November,oats
664,0.19,27.7,39.2,16.2,SD,2020,December,oats
665,0.09,26.9,35.2,18.5,SD,2021,January,oats
666,0.17,12.0,23.4,0.6,SD,2021,February,oats
667,0.04,40.0,54.1,25.8,SD,2021,March,oats
668,0.24,44.1,58.2,30.0,SD,2021,April,oats
669,3.57,55.1,68.6,41.7,SD,2021,May,oats
670,1.67,72.5,88.3,56.6,SD,2021,June,oats
671,1.8,77.0,90.9,63.1,SD,2021,July,oats
672,2.52,72.5,86.7,58.2,SD,2021,August,oats
673,0.48,65.2,80.3,50.1,SD,2021,September,oats
674,3.85,50.9,61.9,39.8,SD,2021,October,oats
675,0.16,37.0,48.9,25.0,SD,2021,November,oats
676,0.37,20.7,31.0,10.5,SD,2021,December,oats
677,0.07,18.2,29.9,6.5,SD,2022,January,oats
678,0.25,19.4,33.5,5.4,SD,2022,February,oats
679,0.18,32.3,44.2,20.3,SD,2022,March,oats
680,2.33,37.7,48.2,27.1,SD,2022,April,oats
681,1.53,54.8,67.8,41.7,SD,2022,May,oats
682,1.83,67.0,80.6,53.4,SD,2022,June,oats
683,2.95,74.3,88.6,60.0,SD,2022,July,oats
684,0.68,74.4,89.7,59.1,SD,2022,August,oats
685,0.48,66.0,81.3,50.7,SD,2022,September,oats
686,0.28,49.6,63.8,35.5,SD,2022,October,oats
687,0.52,24.8,34.6,14.9,SD,2022,November,oats
688,0.96,10.7,19.4,2.0,SD,2022,December,oats
689,0.12,16.8,24.8,8.7,SD,2023,January,oats
690,0.39,21.9,32.5,11.2,SD,2023,February,oats
691,0.94,19.7,28.5,10.8,SD,2023,March,oats
692,0.26,40.6,53.3,27.9,SD,2023,April,oats
693,3.06,62.3,75.9,48.8,SD,2023,May,oats
694,3.67,70.6,83.4,57.7,SD,2023,June,oats
695,2.4,71.1,84.8,57.4,SD,2023,July,oats
696,3.38,71.5,84.2,58.8,SD,2023,August,oats
697,1.52,64.6,77.6,51.6,SD,2023,September,oats
698,0.86,46.1,57.6,34.5,SD,2023,October,oats
699,0.0,35.1,47.4,22.9,SD,2023,November,oats
700,0.2,30.5,40.7,20.3,SD,2023,December,oats
701,0.15,,,,SD,2013,January,oats
702,0.07,,,,SD,2013,February,oats
703,0.48,,,,SD,2013,March,oats
704,1.13,,,,SD,2013,April,oats
705,9.92,,,,SD,2013,May,oats
706,2.04,,,,SD,2013,June,oats
707,3.79,,,,SD,2013,July,oats
708,2.54,,,,SD,2013,August,oats
709,5.04,,,,SD,2013,September,oats
710,6.09,,,,SD,2013,October,oats
711,0.04,,,,SD,2013,November,oats
712,0.72,,,,SD,2013,December,oats
713,0.3,,,,SD,2014,January,oats
714,0.51,,,,SD,2014,February,oats
715,1.04,,,,SD,2014,March,oats
716,1.42,,,,SD,2014,April,oats
717,2.2,,,,SD,2014,May,oats
718,8.53,,,,SD,2014,June,oats
719,0.52,,,,SD,2014,July,oats
720,7.75,,,,SD,2014,August,oats
721,1.02,,,,SD,2014,September,oats
722,0.46,,,,SD,2014,October,oats
723,0.63,,,,SD,2014,November,oats
724,0.54,,,,SD,2014,December,oats
725,0.24,,,,SD,2015,January,oats
726,0.37,,,,SD,2015,February,oats
727,0.28,,,,SD,2015,March,oats
728,0.63,,,,SD,2015,April,oats
729,5.87,,,,SD,2015,May,oats
730,6.02,,,,SD,2015,June,oats
731,1.94,,,,SD,2015,July,oats
732,1.94,,,,SD,2015,August,oats
733,0.8,,,,SD,2015,September,oats
734,0.67,,,,SD,2015,October,oats
735,0.23,,,,SD,2015,November,oats
736,1.11,,,,SD,2015,December,oats
737,0.13,,,,SD,2016,January,oats
738,0.67,,,,SD,2016,February,oats
739,0.66,,,,SD,2016,March,oats
740,4.92,,,,SD,2016,April,oats
741,1.11,,,,SD,2016,May,oats
742,0.85,,,,SD,2016,June,oats
743,2.11,,,,SD,2016,July,oats
744,2.64,,,,SD,2016,August,oats
745,0.54,,,,SD,2016,September,oats
746,0.58,,,,SD,2016,October,oats
747,1.21,,,,SD,2016,November,oats
748,2.71,,,,SD,2016,December,oats
749,0.66,,,,SD,2017,January,oats
750,0.22,,,,SD,2017,February,oats
751,0.53,,,,SD,2017,March,oats
752,0.81,,,,SD,2017,April,oats
753,0.74,,,,SD,2017,May,oats
754,2.21,,,,SD,2017,June,oats
755,2.91,,,,SD,2017,July,oats
756,1.67,,,,SD,2017,August,oats
757,1.15,,,,SD,2017,September,oats
758,0.37,,,,SD,2017,October,oats
759,0.14,,,,SD,2017,November,oats
760,0.57,,,,SD,2017,December,oats
761,0.14,,,,SD,2018,January,oats
762,0.77,,,,SD,2018,February,oats
763,0.57,,,,SD,2018,March,oats
764,1.74,,,,SD,2018,April,oats
765,2.43,,,,SD,2018,May,oats
766,3.61,,,,SD,2018,June,oats
767,3.33,,,,SD,2018,July,oats
768,0.44,,,,SD,2018,August,oats
769,2.26,,,,SD,2018,September,oats
770,1.2,,,,SD,2018,October,oats
771,0.65,,,,SD,2018,November,oats
772,0.62,,,,SD,2018,December,oats
773,0.88,,,,SD,2019,January,oats
774,1.43,,,,SD,2019,February,oats
775,1.09,,,,SD,2019,March,oats
776,2.03,,,,SD,2019,April,oats
777,4.65,,,,SD,2019,May,oats
778,2.43,,,,SD,2019,June,oats
779,3.67,,,,SD,2019,July,oats
780,3.23,,,,SD,2019,August,oats
781,4.76,,,,SD,2019,September,oats
782,4.23,,,,SD,2019,October,oats
783,1.54,,,,SD,2019,November,oats
784,0.56,,,,SD,2019,December,oats
785,0.77,,,,SD,2020,January,oats
786,0.48,,,,SD,2020,February,oats
787,0.19,,,,SD,2020,March,oats
788,1.08,,,,SD,2020,April,oats
789,1.71,,,,SD,2020,May,oats
790,1.46,,,,SD,2020,June,oats
791,9.37,,,,SD,2020,July,oats
792,2.14,,,,SD,2020,August,oats
793,1.23,,,,SD,2020,September,oats
794,1.23,,,,SD,2020,October,oats
795,0.02,,,,SD,2020,November,oats
796,0.21,,,,SD,2020,December,oats
797,0.08,,,,SD,2021,January,oats
798,0.1,,,,SD,2021,February,oats
799,0.02,,,,SD,2021,March,oats
800,0.84,,,,SD,2021,April,oats
801,4.17,,,,SD,2021,May,oats
802,4.15,,,,SD,2021,June,oats
803,1.59,,,,SD,2021,July,oats
804,2.99,,,,SD,2021,August,oats
805,1.41,,,,SD,2021,September,oats
806,4.36,,,,SD,2021,October,oats
807,0.12,,,,SD,2021,November,oats
808,0.57,,,,SD,2021,December,oats
809,0.04,,,,SD,2022,January,oats
810,0.27,,,,SD,2022,February,oats
811,0.33,,,,SD,2022,March,oats
812,3.57,,,,SD,2022,April,oats
813,1.93,,,,SD,2022,May,oats
814,2.57,,,,SD,2022,June,oats
815,4.55,,,,SD,2022,July,oats
816,0.97,,,,SD,2022,August,oats
817,0.47,,,,SD,2022,September,oats
818,0.18,,,,SD,2022,October,oats
819,0.91,,,,SD,2022,November,oats
820,1.99,,,,SD,2022,December,oats
821,0.14,,,,SD,2023,January,oats
822,0.44,,,,SD,2023,February,oats
823,1.03,,,,SD,2023,March,oats
824,0.65,,,,SD,2023,April,oats
825,2.82,,,,SD,2023,May,oats
826,3.54,,,,SD,2023,June,oats
827,1.15,,,,SD,2023,July,oats
828,6.23,,,,SD,2023,August,oats
829,1.54,,,,SD,2023,September,oats
830,1.34,,,,SD,2023,October,oats
831,0.17,6.8,17.0,-3.4,ND,2013,January,oats
832,0.99,11.8,21.5,2.2,ND,2013,February,oats
833,0.12,25.5,35.5,15.5,ND,2013,April,oats
834,4.73,51.7,64.2,39.2,ND,2013,May,oats
835,4.69,63.2,73.5,53.0,ND,2013,June,oats
836,2.93,68.1,78.8,57.4,ND,2013,July,oats
837,2.35,67.4,81.0,53.9,ND,2013,August,oats
838,2.12,61.7,74.1,49.3,ND,2013,September,oats
839,2.84,41.2,52.1,30.3,ND,2013,October,oats
840,0.25,24.2,33.3,15.2,ND,2013,November,oats
841,1.35,0.7,10.2,-8.9,ND,2013,December,oats
842,1.17,3.0,16.0,-10.0,ND,2014,January,oats
843,0.32,1.2,12.8,-10.5,ND,2014,February,oats
844,0.3,19.4,29.0,9.8,ND,2014,March,oats
845,1.07,37.3,49.2,25.5,ND,2014,April,oats
846,1.67,53.5,66.2,40.9,ND,2014,May,oats
847,5.33,62.3,73.3,51.4,ND,2014,June,oats
848,2.69,66.2,79.4,53.0,ND,2014,July,oats
849,5.37,67.5,79.2,55.8,ND,2014,August,oats
850,1.26,57.8,71.1,44.4,ND,2014,September,oats
851,,,58.1,,ND,2014,October,oats
852,0.24,17.7,28.5,6.9,ND,2014,November,oats
853,0.0,13.7,24.1,3.3,ND,2014,December,oats
854,1.33,12.9,24.1,1.8,ND,2015,January,oats
855,0.1,29.7,43.0,16.4,ND,2015,March,oats
856,0.32,43.0,57.9,28.2,ND,2015,April,oats
857,3.43,65.1,78.4,51.7,ND,2015,June,oats
858,0.34,71.0,85.7,56.2,ND,2015,July,oats
859,0.93,68.3,84.3,52.2,ND,2015,August,oats
860,1.94,61.0,77.0,45.0,ND,2015,September,oats
861,1.52,47.4,61.5,33.2,ND,2015,October,oats
862,0.0,32.2,43.4,21.1,ND,2015,November,oats
863,0.5,19.4,28.5,10.4,ND,2015,December,oats
864,0.33,11.9,20.2,3.6,ND,2016,January,oats
865,0.32,22.9,35.1,10.7,ND,2016,February,oats
866,0.32,36.0,47.9,24.0,ND,2016,March,oats
867,2.05,42.4,54.4,30.5,ND,2016,April,oats
868,2.35,57.5,71.5,43.6,ND,2016,May,oats
869,5.09,65.2,77.1,53.4,ND,2016,June,oats
870,2.43,68.4,81.4,55.3,ND,2016,July,oats
871,1.5,68.7,83.6,53.8,ND,2016,August,oats
872,2.54,57.0,68.9,45.1,ND,2016,September,oats
873,1.31,44.2,55.1,33.2,ND,2016,October,oats
874,1.47,38.1,50.4,25.8,ND,2016,November,oats
875,2.42,5.8,15.0,-3.5,ND,2016,December,oats
876,0.24,7.7,16.8,-1.4,ND,2017,January,oats
877,0.15,17.8,29.1,6.5,ND,2017,February,oats
878,0.89,21.2,30.5,11.9,ND,2017,March,oats
879,0.82,42.6,54.8,30.4,ND,2017,April,oats
880,0.4,55.7,70.8,40.5,ND,2017,May,oats
881,1.07,71.0,86.1,55.9,ND,2017,July,oats
882,2.03,65.6,80.7,50.4,ND,2017,August,oats
883,2.06,59.3,72.6,45.9,ND,2017,September,oats
884,0.0,44.4,59.5,29.3,ND,2017,October,oats
885,0.94,23.6,34.8,12.5,ND,2017,November,oats
886,0.1,14.2,24.5,3.9,ND,2017,December,oats
887,0.3,9.4,22.3,-3.5,ND,2018,January,oats
888,0.28,2.5,15.9,-10.9,ND,2018,February,oats
889,1.75,23.0,33.1,12.9,ND,2018,March,oats
890,0.17,32.4,45.6,19.3,ND,2018,April,oats
891,0.67,59.7,75.5,43.9,ND,2018,May,oats
892,6.64,67.5,80.0,55.1,ND,2018,June,oats
893,1.31,69.7,83.8,55.7,ND,2018,July,oats
894,0.65,52.6,64.7,40.5,ND,2018,September,oats
895,1.02,38.8,51.6,26.0,ND,2018,October,oats
896,1.09,21.5,30.0,12.9,ND,2018,November,oats
897,1.24,17.1,26.0,8.2,ND,2018,December,oats
898,0.15,5.5,18.1,-7.1,ND,2019,January,oats
899,0.96,-6.0,5.6,-17.6,ND,2019,February,oats
900,0.0,17.8,29.5,6.1,ND,2019,March,oats
901,0.97,40.9,54.1,27.8,ND,2019,April,oats
902,1.22,50.9,66.2,35.6,ND,2019,May,oats
903,4.11,62.9,79.1,46.7,ND,2019,June,oats
904,1.91,69.5,81.9,57.1,ND,2019,July,oats
905,1.17,67.2,81.9,52.6,ND,2019,August,oats
906,4.99,57.8,68.0,47.6,ND,2019,September,oats
907,1.25,39.2,49.0,29.4,ND,2019,October,oats
908,1.5,25.3,34.4,16.2,ND,2019,November,oats
909,0.17,13.8,23.8,3.8,ND,2019,December,oats
910,0.17,,,,ND,2020,January,oats
911,0.0,15.0,27.3,2.7,ND,2020,February,oats
912,0.0,28.1,39.4,16.8,ND,2020,March,oats
913,0.5,38.5,53.1,23.9,ND,2020,April,oats
914,1.74,69.0,84.5,53.6,ND,2020,August,oats
915,0.2,57.0,72.3,41.7,ND,2020,September,oats
916,0.33,38.7,49.6,27.7,ND,2020,October,oats
917,0.13,29.9,42.5,17.3,ND,2020,November,oats
918,0.17,21.6,32.7,10.7,ND,2020,December,oats
919,0.2,18.8,27.0,10.5,ND,2021,January,oats
920,0.32,1.2,11.6,-9.1,ND,2021,February,oats
921,0.0,34.0,48.9,19.1,ND,2021,March,oats
922,0.43,39.6,54.0,25.3,ND,2021,April,oats
923,0.5,52.0,67.2,36.7,ND,2021,May,oats
924,1.77,69.4,84.6,54.2,ND,2021,June,oats
925,0.71,74.4,89.7,59.1,ND,2021,July,oats
926,4.25,68.6,83.0,54.1,ND,2021,August,oats
927,0.75,61.7,76.5,46.9,ND,2021,September,oats
928,4.12,47.8,59.6,36.0,ND,2021,October,oats
929,0.76,31.2,41.6,20.8,ND,2021,November,oats
930,0.99,10.0,21.3,-1.2,ND,2021,December,oats
931,0.57,3.8,15.7,-8.1,ND,2022,January,oats
932,0.4,4.2,17.3,-8.8,ND,2022,February,oats
933,0.14,23.4,32.4,14.3,ND,2022,March,oats
934,3.01,53.7,64.9,42.6,ND,2022,May,oats
935,0.97,59.8,74.2,45.3,ND,2022,September,oats
936,1.73,44.9,57.8,32.0,ND,2022,October,oats
937,0.6,21.9,31.7,12.2,ND,2022,November,oats
938,1.92,3.6,12.7,-5.4,ND,2022,December,oats
939,0.0,9.6,18.0,1.2,ND,2023,January,oats
940,0.17,9.1,23.2,-5.0,ND,2023,February,oats
941,0.9,10.8,23.4,-1.6,ND,2023,March,oats
942,1.0,,,,ND,2023,April,oats
943,2.85,60.3,73.4,47.2,ND,2023,May,oats
944,2.74,69.7,82.2,57.2,ND,2023,June,oats
945,0.49,,,,ND,2023,July,oats
946,2.2,61.2,74.3,48.2,ND,2023,September,oats
947,1.76,43.3,54.4,32.3,ND,2023,October,oats
948,0.0,29.2,38.8,19.7,ND,2023,November,oats
949,0.2,24.9,35.6,14.1,ND,2023,December,oats
950,,,,,ND,2018,August,oats
951,0.85,,,,ND,2018,September,oats
952,1.17,,,,ND,2018,October,oats
953,0.78,,,,ND,2018,November,oats
954,,,,,ND,2018,December,oats
955,0.27,,,,ND,2019,January,oats
956,0.86,,,,ND,2019,February,oats
957,0.05,,,,ND,2019,March,oats
958,1.32,,,,ND,2019,April,oats
959,1.25,,,,ND,2019,May,oats
960,3.14,,,,ND,2019,June,oats
961,2.13,,,,ND,2019,July,oats
962,2.13,,,,ND,2019,August,oats
963,7.53,,,,ND,2019,September,oats
964,2.26,,,,ND,2019,October,oats
965,0.73,,,,ND,2019,November,oats
966,0.38,,,,ND,2019,December,oats
967,0.24,,,,ND,2020,January,oats
968,0.03,,,,ND,2020,February,oats
969,0.41,,,,ND,2020,March,oats
970,0.84,,,,ND,2020,April,oats
971,1.46,,,,ND,2020,May,oats
972,1.31,,,,ND,2020,June,oats
973,3.18,,,,ND,2020,July,oats
974,3.33,,,,ND,2020,August,oats
975,0.25,,,,ND,2020,September,oats
976,0.33,,,,ND,2020,October,oats
977,0.01,,,,ND,2020,November,oats
978,0.11,,,,ND,2020,December,oats
979,0.16,,,,ND,2021,January,oats
980,0.41,,,,ND,2021,February,oats
981,0.06,,,,ND,2021,March,oats
982,0.71,,,,ND,2021,April,oats
983,1.49,,,,ND,2021,May,oats
984,1.44,,,,ND,2021,June,oats
985,2.59,,,,ND,2021,July,oats
986,2.95,,,,ND,2021,August,oats
987,0.82,,,,ND,2021,September,oats
988,3.94,,,,ND,2021,October,oats
989,,,,,ND,2021,November,oats
990,0.89,,,,ND,2021,December,oats
991,0.69,,,,ND,2022,January,oats
992,0.13,,,,ND,2022,February,oats
993,0.17,,,,ND,2022,March,oats
994,3.0,,,,ND,2022,May,oats
995,2.51,,,,ND,2022,June,oats
996,3.25,,,,ND,2022,July,oats
997,1.66,,,,ND,2022,August,oats
998,0.65,,,,ND,2022,September,oats
999,1.15,,,,ND,2022,October,oats
1000,,,,,ND,2022,November,oats
1001,1.53,,,,ND,2022,December,oats
1002,0.05,,,,ND,2023,January,oats
1003,0.13,,,,ND,2023,February,oats
1004,0.73,,,,ND,2023,March,oats
1005,1.22,,,,ND,2023,April,oats
1006,4.5,,,,ND,2023,May,oats
1007,3.68,,,,ND,2023,June,oats
1008,0.37,,,,ND,2023,July,oats
1009,3.25,,,,ND,2023,August,oats
1010,2.13,,,,ND,2023,September,oats
1011,2.17,,,,ND,2023,October,oats
1012,0.01,,,,ND,2023,November,oats
1013,0.2,,,,ND,2023,December,oats
1014,0.21,,,,SD,2013,January,oats
1015,0.04,22.7,32.3,13.2,SD,2013,February,oats
1016,0.61,24.2,36.2,12.2,SD,2013,March,oats
1017,1.92,34.7,46.3,23.2,SD,2013,April,oats
1018,9.23,55.6,68.8,42.5,SD,2013,May,oats
1019,1.89,64.9,76.9,53.0,SD,2013,June,oats
1020,3.65,70.6,84.4,56.8,SD,2013,July,oats
1021,1.82,71.9,85.9,57.8,SD,2013,August,oats
1022,3.13,66.0,79.1,53.0,SD,2013,September,oats
1023,5.89,42.2,52.4,31.9,SD,2013,October,oats
1024,0.0,29.2,41.4,17.1,SD,2013,November,oats
1025,0.03,,,,SD,2014,January,oats
1026,0.11,9.5,20.3,-1.3,SD,2014,February,oats
1027,0.44,27.2,39.1,15.3,SD,2014,March,oats
1028,2.41,40.3,54.0,26.6,SD,2014,April,oats
1029,1.57,54.6,67.4,41.9,SD,2014,May,oats
1030,7.76,63.2,75.2,51.3,SD,2014,June,oats
1031,0.25,68.0,82.2,53.8,SD,2014,July,oats
1032,5.72,67.5,79.1,55.9,SD,2014,August,oats
1033,0.82,58.7,73.1,44.3,SD,2014,September,oats
1034,0.38,46.2,60.3,32.1,SD,2014,October,oats
1035,0.65,20.4,30.6,10.3,SD,2014,November,oats
1036,0.12,20.3,29.9,10.7,SD,2014,December,oats
1037,1.1,19.2,29.2,9.1,SD,2015,January,oats
1038,0.22,12.9,25.3,0.5,SD,2015,February,oats
1039,0.1,35.3,50.2,20.5,SD,2015,March,oats
1040,0.7,45.2,61.0,29.4,SD,2015,April,oats
1041,6.4,53.3,66.1,40.6,SD,2015,May,oats
1042,3.71,66.7,80.5,52.8,SD,2015,June,oats
1043,2.49,71.8,86.7,56.9,SD,2015,July,oats
1044,3.42,69.3,84.6,54.1,SD,2015,August,oats
1045,0.36,64.9,80.1,49.7,SD,2015,September,oats
1046,1.75,49.6,62.7,36.6,SD,2015,October,oats
1047,0.24,33.5,45.8,21.3,SD,2015,November,oats
1048,0.05,,,,SD,2016,January,oats
1049,0.45,29.4,39.8,18.9,SD,2016,February,oats
1050,0.84,37.9,53.5,22.3,SD,2016,March,oats
1051,4.8,43.9,56.9,31.0,SD,2016,April,oats
1052,2.11,57.1,72.4,41.9,SD,2016,May,oats
1053,1.35,69.2,84.1,54.2,SD,2016,June,oats
1054,4.85,72.4,87.1,57.8,SD,2016,July,oats
1055,1.65,69.6,85.9,53.3,SD,2016,August,oats
1056,1.62,60.7,73.9,47.6,SD,2016,September,oats
1057,1.05,48.8,61.0,36.5,SD,2016,October,oats
1058,0.88,40.6,53.0,28.1,SD,2016,November,oats
1059,2.79,9.7,18.3,1.1,SD,2016,December,oats
1060,0.51,,,,SD,2017,January,oats
1061,0.26,24.1,33.8,14.4,SD,2017,February,oats
1062,0.46,30.9,41.7,20.1,SD,2017,March,oats
1063,0.84,44.0,58.4,29.7,SD,2017,April,oats
1064,2.07,56.7,71.5,41.9,SD,2017,May,oats
1065,2.02,67.5,83.4,51.5,SD,2017,June,oats
1066,4.01,74.9,91.0,58.7,SD,2017,July,oats
1067,3.2,66.6,79.9,53.2,SD,2017,August,oats
1068,1.18,58.8,73.1,44.5,SD,2017,September,oats
1069,0.19,45.9,60.1,31.7,SD,2017,October,oats
1070,0.19,30.8,43.4,18.1,SD,2017,November,oats
1071,0.26,19.4,29.6,9.2,SD,2017,December,oats
1072,1.04,6.3,18.5,-5.9,SD,2018,February,oats
1073,1.04,27.4,36.5,18.3,SD,2018,March,oats
1074,1.45,34.4,47.6,21.2,SD,2018,April,oats
1075,2.58,60.5,74.1,46.9,SD,2018,May,oats
1076,3.53,69.5,82.4,56.6,SD,2018,June,oats
1077,4.12,71.8,85.9,57.8,SD,2018,July,oats
1078,1.78,69.3,84.5,54.1,SD,2018,August,oats
1079,2.54,58.6,70.5,46.7,SD,2018,September,oats
1080,1.34,40.6,51.9,29.4,SD,2018,October,oats
1081,0.85,26.7,34.5,18.9,SD,2018,November,oats
1082,0.6,24.4,34.2,14.5,SD,2018,December,oats
1083,0.38,14.0,23.3,4.7,SD,2019,January,oats
1084,1.12,-0.8,7.9,-9.6,SD,2019,February,oats
1085,1.6,20.6,30.2,11.0,SD,2019,March,oats
1086,1.06,42.6,54.9,30.2,SD,2019,April,oats
1087,3.54,49.3,60.6,38.0,SD,2019,May,oats
1088,1.88,67.1,81.1,53.0,SD,2019,June,oats
1089,5.98,72.3,85.1,59.5,SD,2019,July,oats
1090,2.66,67.0,79.3,54.7,SD,2019,August,oats
1091,5.85,58.9,70.3,47.6,SD,2019,September,oats
1092,4.65,37.8,47.5,28.0,SD,2019,October,oats
1093,1.48,28.0,38.1,17.9,SD,2019,November,oats
